pv_measurement,absolute_humidity_2m:gm3,air_density_2m:kgm3,clear_sky_energy_1h:J,clear_sky_rad:W,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,pressure_100m:hPa,pressure_50m:hPa,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms
491.7,7.0,1.235,384401.66,79.75,278.8,49.025,208625.53,28.025,150352.33,63.050003,6.0,1.0,0.0,1004.675,991.94995,997.975,77.25,1004.05005,0.0,214.07774,7.5885,0.0,282.6,97.3,40403.1,3.55,-3.4,1.0
60.06,6.775,1.234,185629.17,25.575,278.35,16.55,118025.02,5.6,60509.8,70.3,6.0,1.0,0.5,1003.8,991.0,997.1,74.05,1003.1,0.0,228.03024,3.1885,0.0,282.8,96.75,43718.95,3.85,-3.375,1.8
0.0,6.625,1.234,32394.0,0.0,277.975,0.0,29790.525,0.0,10103.275,74.15,6.0,0.0,1.0,1002.825,990.19995,996.19995,72.8,1002.25,0.0,241.5395,-2.28425,0.0,282.84998,99.475,52473.35,3.65,-3.175,1.775
0.0,6.575,1.2335,0.0,0.0,277.82498,0.0,0.0,0.0,0.0,85.85,6.0,0.0,1.0,1001.85,989.225,995.25,71.2,1001.275,0.025,254.78474,-8.50075,0.025,283.1,99.75,52557.7,3.625,-3.15,1.75
0.0,6.5,1.22975,0.0,0.0,277.8,0.0,0.0,0.0,0.0,99.825,6.0,0.0,1.0,1001.15,988.55,994.55,68.975,1000.55,0.1,268.059,-15.12275,0.1,283.5,100.0,54615.7,3.5,-3.05,1.7
0.0,6.6,1.2295,0.0,0.0,277.975,0.0,0.0,0.0,0.0,99.25,6.0,0.0,1.0,1000.75,988.15,994.15,69.25,1000.15,0.22500001,281.73502,-21.7935,0.1,283.925,99.95,54388.7,3.075,-2.925,0.875
0.0,6.8250003,1.2305,0.0,0.0,278.4,0.0,0.0,0.0,0.0,99.4,6.0,0.0,1.0,1000.4,987.875,993.875,72.2,999.9,0.84999996,296.23676,-28.124249,0.075,284.2,100.0,46800.023,3.05,-3.025,0.35
0.0,6.9,1.2277501,0.0,0.0,278.6,0.0,0.0,0.0,0.0,98.7,6.0,0.0,1.0,1000.025,987.525,993.5,71.375,999.5,1.2,311.971,-33.66725,0.075,284.55,100.0,43522.023,3.6999998,-3.275,1.75
0.0,6.9,1.2235,0.0,0.0,278.6,0.0,0.0,0.0,0.0,84.625,6.0,0.0,1.0,999.45,987.0,992.95,66.65,998.925,0.425,329.18274,-37.91875,0.0,285.2,100.0,54182.2,4.4,-2.85,3.3000002
0.0,6.9,1.2227501,0.0,0.0,278.6,0.0,0.0,0.0,0.0,63.075,6.0,0.0,1.0,999.375,987.025,992.975,63.575,998.975,0.075,347.72525,-40.37775,0.0,285.6,99.85,54554.85,3.925,-1.675,3.6
0.0,6.9,1.2245,0.0,0.0,278.625,0.0,0.0,0.0,0.0,59.675,6.0,0.0,1.0,999.8,987.425,993.4,63.45,999.4,0.0,96.9105,-40.69125,0.0,285.525,84.375,54742.15,2.95,-1.05,2.775
0.0,6.9,1.2235,0.0,0.0,278.7,0.0,0.0,0.0,0.0,65.225,6.0,0.0,1.0,998.75,986.35,992.35,64.175,998.35,0.0,24.607,-39.30875,0.0,285.8,66.525,54654.42,2.35,-0.8,2.15
0.0,7.05,1.227,0.0,0.0,278.9,0.0,0.0,0.0,0.0,65.325,6.0,0.0,1.0,999.05,986.7,992.675,67.025,998.675,0.0,42.3655,-35.61475,0.0,285.8,65.325,53782.15,1.6,-1.45,0.6
0.0,7.25,1.2295,0.0,0.0,279.3,0.0,0.0,0.0,0.0,52.725,6.0,0.0,1.0,999.35,987.025,993.0,70.85,999.05,0.0,58.622,-30.449501,0.0,285.8,53.55,51828.125,1.5,-1.475,0.35000002
0.0,7.3,1.231,0.0,0.0,279.3,0.0,0.0,0.0,0.0,64.524994,6.0,0.0,1.0,999.75,987.35,993.35,72.075,999.4,0.0,73.517746,-24.3305,0.0,285.8,72.3,51181.723,1.525,-1.425,0.5
0.0,7.3250003,1.2312499,0.0,0.0,279.4,0.0,0.0,0.0,0.0,63.275,6.0,0.0,1.0,1000.05,987.625,993.625,72.9,999.65,0.0,87.43,-17.727749,0.0,285.65002,77.475,50920.4,1.6,-1.55,0.45
0.0,7.375,1.2325001,0.0,0.0,279.45,0.0,0.0,0.0,0.0,45.175,6.0,0.0,1.0,1000.225,987.75,993.75,74.875,999.775,0.0,100.7905,-11.0485,0.0,285.4,49.025,49377.523,1.775,-1.7,0.45000002
0.0,7.3500004,1.23225,0.0,0.0,279.45,0.0,0.0,0.0,0.0,46.075,6.0,0.0,1.0,1000.45,987.9,993.9,77.399994,999.95,0.0,113.99575,-4.65775,0.0,285.175,51.0,49648.1,2.05,-1.725,1.05
