pv_measurement,absolute_humidity_2m:gm3,air_density_2m:kgm3,clear_sky_energy_1h:J,clear_sky_rad:W,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,pressure_100m:hPa,pressure_50m:hPa,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms
-0.0,5.3500004,1.275,0.0,0.0,274.65,0.0,0.0,0.0,0.0,10.6,7.0,0.0,1.0,1014.4,1001.2,1007.45,82.225,1013.7,0.0,24.33925,-38.36175,0.0,277.17502,15.375,44693.83,2.325,0.95,2.1
-0.0,5.25,1.27675,0.0,0.0,274.375,0.0,0.0,0.0,0.0,8.175,7.0,0.0,1.0,1014.5,1001.35,1007.6,81.4,1013.85,0.0,41.971,-34.7,0.0,277.1,9.05,44635.6,2.025,0.75,1.875
-0.0,5.2,1.278,0.0,0.0,274.32498,0.0,0.0,0.0,0.0,29.975,7.0,0.0,1.0,1014.375,1001.3,1007.5,80.75,1013.8,0.0,58.15675,-29.56675,0.0,277.2,44.65,43662.773,1.75,0.6,1.65
-0.0,5.3,1.278,0.0,0.0,274.45,0.0,0.0,0.0,0.0,69.625,7.0,0.0,1.0,1014.275,1001.175,1007.4,80.825,1013.7,0.0,73.0255,-23.471,0.0,277.375,94.35,41042.176,1.275,0.32500002,1.25
-0.0,5.375,1.27775,0.0,0.0,274.725,0.0,0.0,0.0,0.0,82.899994,7.0,0.0,1.0,1014.3,1001.2,1007.4,82.9,1013.7,0.0,86.9395,-16.87775,0.0,277.5,88.525,36900.375,0.975,-0.1,0.95
-0.0,5.525,1.275,0.0,0.0,275.15,0.0,0.0,0.0,0.0,69.4,7.0,0.0,1.0,1014.175,1001.05,1007.3,84.0,1013.525,0.0,100.32125,-10.195,0.0,277.65,69.775,36280.676,0.975,-0.57500005,0.8
-0.0,5.6,1.271,0.0,0.0,275.375,0.0,0.0,0.0,0.0,53.7,7.0,0.0,1.0,1013.9,1000.8,1007.025,83.0,1013.275,0.0,113.5635,-3.78875,0.0,278.0,57.475,43578.023,0.975,-0.725,0.65
15.094325164953124,5.7,1.26975,15017.3,15.35,275.625,9.725,17558.0,2.15,3853.825,54.825,7.0,0.75,0.75,1013.7,1000.625,1006.825,83.9,1013.07495,0.0,126.99025,1.9955,0.0,278.225,72.35,46368.926,0.9,-0.875,0.35
102.94340257348436,5.9,1.26575,144702.72,68.3,276.1,40.775,90922.8,22.55,44438.45,68.875,7.0,1.0,0.0,1013.625,1000.55,1006.75,83.725,1012.95,0.0,140.8255,6.8215,0.0,278.34998,97.2,46986.8,0.975,-0.92499995,-0.125
82.71044743057499,6.125,1.2605,353861.7,126.425,276.7,63.625,187860.92,41.625,115505.23,66.275,7.0,1.0,0.0,1013.5,1000.45,1006.625,83.625,1012.775,0.0,155.15825,10.373,0.0,278.575,98.175,47148.977,1.0,-0.8,-0.575
139.12973484396565,6.3500004,1.2565,530588.5,163.625,277.25,62.850002,227618.62,93.2,242656.66,50.75,7.0,1.0,0.0,1013.4,1000.375,1006.5,83.55,1012.675,0.0,169.915,12.38375,0.0,278.925,92.65,48356.527,1.15,-0.8,-0.875
113.65141358989376,6.475,1.2535,609563.0,169.45,277.6,52.425,207487.3,123.525,390059.3,34.2,7.0,1.0,0.0,1013.2,1000.15,1006.25,82.15,1012.45,0.0,184.87225,12.688,0.0,279.4,66.65,50182.074,1.75,-1.3,-1.15
76.65238992879999,6.6499996,1.2515,570971.2,142.6,277.95,47.149998,179226.17,106.55,414149.66,19.325,7.0,1.0,0.0,1012.675,999.65,1005.8,82.15,1011.95,0.0,199.7305,11.26025,0.0,279.85,38.675,49578.85,2.175,-1.65,-1.4
29.345915891296876,6.8,1.251,423908.8,89.7,278.225,37.225,151863.34,65.0,308795.78,17.425,7.0,1.0,0.0,1011.975,998.94995,1005.05005,83.425,1011.19995,0.0,214.2285,8.221001,0.0,280.2,34.85,47671.375,2.35,-1.775,-1.55
8.397659489496876,6.775,1.2525,214817.67,31.525,278.2,16.025,95893.35,18.95,151073.78,0.0,7.0,1.0,0.25,1011.3,998.3,1004.4,84.8,1010.57495,0.0,228.23474,3.8055,0.0,280.4,0.0,45498.074,2.575,-2.175,-1.4
4.198829744748438,6.575,1.25675,44900.0,0.925,277.75,0.25,29362.125,0.0,34104.324,0.0,7.0,0.25,1.0,1011.05,998.05,1004.25,87.0,1010.4,0.0,241.785,-1.6819999,0.0,280.3,0.0,43146.523,2.025,-1.875,-0.7
-0.0,6.3,1.2625,261.425,0.0,277.025,0.0,470.65,0.0,0.0,4.3,7.0,0.0,1.0,1010.55,997.6,1003.775,90.025,1009.975,0.0,255.05925,-7.90975,0.0,280.125,4.3,39264.977,2.1,-2.1,-0.075
-0.0,6.025,1.266,0.0,0.0,276.35,0.0,0.0,0.0,0.0,17.45,7.0,0.0,1.0,1010.125,997.2,1003.375,91.1,1009.6,0.0,268.3505,-14.53625,0.0,280.0,17.45,37375.676,1.95,-1.925,0.2
-0.0,5.8,1.268,0.0,0.0,275.85,0.0,0.0,0.0,0.0,52.0,7.0,0.0,1.0,1009.95,997.05,1003.25,89.125,1009.45,0.0,282.03125,-21.20425,0.0,279.9,52.1,40357.875,1.55,-1.5,0.375
-0.0,5.75,1.26625,0.0,0.0,275.7,0.0,0.0,0.0,0.0,89.4,7.0,0.0,1.0,1009.75,996.825,1003.0,85.625,1009.225,0.0,296.51974,-27.52375,0.0,279.7,89.8,44175.125,1.25,-1.25,0.4
-0.0,5.8,1.26225,0.0,0.0,275.9,0.0,0.0,0.0,0.0,90.6,7.0,0.0,1.0,1009.6,996.65,1002.8,83.125,1009.0,0.0,312.21448,-33.0495,0.05,279.65002,91.8,46464.676,1.075,-1.05,0.25
-0.0,5.8,1.26,0.0,0.0,275.9,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1009.475,996.525,1002.7,81.725,1008.875,0.0,329.3515,-37.28225,0.22500001,279.75,100.0,47556.875,1.4,-1.4,0.2
-0.0,5.8500004,1.2585,0.0,0.0,276.0,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1009.25,996.3,1002.425,79.975,1008.6,0.0,347.78275,-39.729248,0.22500001,280.125,100.0,47890.227,1.775,-1.775,-0.025000002
-0.0,5.9,1.25675,0.0,0.0,276.1,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1009.1,996.175,1002.3,79.1,1008.475,0.0,96.838,-40.04325,0.125,280.225,100.0,48246.0,1.7,-1.6,-0.55
-0.0,6.0,1.2574999,0.0,0.0,276.32498,0.0,0.0,0.0,0.0,85.5,7.0,0.0,1.0,1008.1,995.125,1001.25,80.1,1007.425,0.0,24.433,-38.6805,0.0,280.1,99.35,45321.5,1.85,-1.75,-0.45
-0.0,6.05,1.258,0.0,0.0,276.5,0.0,0.0,0.0,0.0,94.725,7.0,0.0,1.0,1007.65,994.65,1000.8,81.475,1006.95,0.05,42.1065,-35.0075,0.0,280.25,100.0,42457.6,1.875,-1.85,-0.425
-0.0,6.2,1.25625,0.0,0.0,276.75,0.0,0.0,0.0,0.0,97.95,7.0,0.0,1.0,1007.69995,994.725,1000.85,83.35,1007.0,0.35000002,58.316,-29.86375,0.075,279.975,100.0,36150.227,1.3,-0.95,-0.65
-0.0,6.3,1.25675,0.0,0.0,277.05,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1008.275,995.3,1001.42505,85.425,1007.6,0.875,73.19375,-23.75925,0.2,279.15002,100.0,15782.95,0.925,0.625,0.099999994
-0.0,6.5,1.25775,0.0,0.0,277.45,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1008.25,995.275,1001.42505,89.55,1007.57495,0.825,87.1075,-17.163,0.15,279.0,100.0,5347.6,1.475,0.5,1.375
-0.0,6.55,1.25775,0.0,0.0,277.6,0.0,0.0,0.0,0.0,100.0,7.0,0.0,1.0,1008.375,995.4,1001.55,91.55,1007.7,0.35,100.482254,-10.48125,0.125,279.225,100.0,5664.1,2.025,0.95,1.8
-0.0,6.7,1.25625,0.0,0.0,277.925,0.0,0.0,0.0,0.0,96.725,7.0,0.0,1.0,1008.525,995.575,1001.7,90.125,1007.875,0.1,113.71225,-4.0805,0.125,280.1,96.725,8067.575,1.675,0.45000002,1.625
-0.0,6.8250003,1.25475,12773.3,13.475,278.275,9.275001,16677.176,1.7,3072.925,66.775,7.0,0.75,0.75,1008.725,995.825,1001.95,89.15,1008.07495,0.0,127.12125,1.6954999,0.0,280.8,66.775,18762.125,1.2,-0.4,1.1
39.397778596643754,6.975,1.25175,132773.55,63.9,278.6,33.675,77236.5,31.95,60557.8,22.175,7.0,1.0,0.0,1008.85,995.95,1002.07495,88.35,1008.2,0.0,140.932,6.51225,0.0,281.45,22.175,34905.2,1.125,-0.975,0.575
81.30622276668124,7.375,1.2465,335435.7,120.775,279.475,44.0,139706.8,84.375,209374.97,2.475,7.0,1.0,0.0,1009.05,996.15,1002.25,88.5,1008.375,0.0,155.23375,10.05425,0.0,281.95,2.475,40032.05,1.0,-0.95,0.25
160.59959444418436,7.875,1.2425001,509330.56,157.525,280.5,49.575,168397.33,112.225,353932.56,37.725,7.0,1.0,0.0,1009.325,996.42505,1002.5,89.7,1008.6,0.0,169.95375,12.05875,0.0,282.1,41.775,39627.625,0.6,-0.6,-0.05
157.27364492413125,8.25,1.2395,587377.0,163.275,281.175,71.3,217587.75,49.85,291775.22,91.95,7.0,1.0,0.0,1009.45,996.55,1002.6,89.25,1008.7,0.0,184.87125,12.36125,0.05,282.35,94.85,39123.7,0.45,-0.32500002,-0.275
110.46684363492813,8.4,1.239,549080.1,136.675,281.425,52.125,222154.78,12.6,112410.1,97.725,7.0,1.0,0.0,1009.675,996.8,1002.85,87.65,1008.95,0.0,199.69075,10.93575,0.1,282.575,98.85,37337.1,0.55,0.125,-0.55
48.93990455567188,8.25,1.241,403874.25,84.65,281.15,33.85,154750.17,13.275,46552.875,70.35,7.0,1.0,0.0,1009.95,997.1,1003.15,87.3,1009.25,0.0,214.15425,7.9022503,0.05,282.525,74.875,36068.9,0.85,0.0,-0.85
7.062078267025001,7.875,1.245,199871.7,28.45,280.45,15.05,87947.33,7.2,36826.273,51.375,7.0,1.0,0.5,1010.275,997.375,1003.475,88.4,1009.575,0.0,228.13376,3.4945,0.0,282.425,51.375,38833.83,1.025,-0.7,-0.7
-0.0,7.45,1.251,38234.426,0.375,279.6,0.125,27217.324,0.0,12950.775,86.75,7.0,0.25,1.0,1010.55,997.65,1003.775,89.125,1009.95,0.0,241.66324,-1.9855,0.0,282.3,86.875,38376.42,1.1,-1.05,0.15
-0.0,7.3500004,1.252,105.925,0.0,279.375,0.0,203.325,0.0,0.0,95.025,7.0,0.0,1.0,1010.9,998.05,1004.175,88.649994,1010.325,0.0,254.923,-8.208,0.0,282.3,95.125,39365.35,1.1,-0.725,0.825
-0.0,7.225,1.253,0.0,0.0,279.15002,0.0,0.0,0.0,0.0,77.35,7.0,0.0,1.0,1011.25,998.4,1004.55,88.05,1010.675,0.0,268.20575,-14.832,0.0,282.125,77.4,41289.95,1.1750001,-0.55,1.0
-0.0,7.075,1.254,0.0,0.0,278.8,0.0,0.0,0.0,0.0,35.3,7.0,0.0,1.0,1011.5,998.7,1004.8,86.75,1011.0,0.0,281.88452,-21.5015,0.0,281.75,39.625,41530.477,1.2,-0.375,1.1
-0.0,6.775,1.25675,0.0,0.0,278.15,0.0,0.0,0.0,0.0,28.075,7.0,0.0,1.0,1011.65,998.775,1004.925,86.125,1011.1,0.0,296.37976,-27.8265,0.0,281.45,55.85,37055.4,1.1500001,-0.35,1.075
-0.0,6.5,1.26025,0.0,0.0,277.5,0.0,0.0,0.0,0.0,40.75,7.0,0.0,1.0,1011.85,998.975,1005.1,86.3,1011.3,0.0,312.09476,-33.36075,0.0,281.1,80.975,34888.6,1.1,-0.325,1.05
-0.0,6.3,1.26175,0.0,0.0,277.125,0.0,0.0,0.0,0.0,20.325,7.0,0.0,1.0,1011.925,999.0,1005.15,86.7,1011.35,0.0,329.2695,-37.60275,0.0,280.85,40.25,42253.85,1.15,-0.52500004,1.025
-0.0,6.275,1.262,0.0,0.0,277.05,0.0,0.0,0.0,0.0,26.375,7.0,0.0,1.0,1012.1,999.1,1005.3,87.65,1011.5,0.0,347.75626,-40.05525,0.0,280.425,40.325,42304.75,1.025,-0.5,0.875
-0.0,6.1499996,1.2645,0.0,0.0,276.65,0.0,0.0,0.0,0.0,51.25,7.0,0.0,1.0,1012.1,999.125,1005.3,88.2,1011.5,0.0,96.876495,-40.369003,0.0,279.9,70.25,38917.0,1.125,-0.9,0.7
-0.0,6.0,1.266,0.0,0.0,276.3,0.0,0.0,0.0,0.0,48.6,7.0,0.0,1.0,1012.225,999.3,1005.475,87.1,1011.7,0.0,24.5225,-38.996002,0.0,280.0,93.600006,44166.25,1.3499999,-1.3,0.35
-0.0,5.925,1.2655001,0.0,0.0,276.15002,0.0,0.0,0.0,0.0,50.95,7.0,0.0,1.0,1012.175,999.125,1005.325,86.85,1011.525,0.0,42.23875,-35.31225,0.0,279.6,100.0,45760.95,1.45,-1.45,0.025
-0.0,5.9,1.26525,0.0,0.0,276.1,0.0,0.0,0.0,0.0,50.475,7.0,0.0,1.0,1011.875,998.875,1005.025,86.075,1011.25,0.0,58.471497,-30.15725,0.0,279.45,100.0,45498.426,1.7,-1.7,0.0
-0.0,5.9,1.26325,0.0,0.0,276.2,0.0,0.0,0.0,0.0,50.175,7.0,0.0,1.0,1011.55,998.55,1004.75,85.45,1010.95,0.0,73.358,-24.04575,0.0,279.425,100.0,46925.55,1.75,-1.75,-0.15
-0.0,5.9,1.264,0.0,0.0,276.1,0.0,0.0,0.0,0.0,48.75,7.0,0.0,1.0,1011.25,998.25,1004.375,85.7,1010.575,0.0,87.270996,-17.446249,0.0,279.45,97.5,46402.625,2.05,-2.05,-0.1
-0.0,5.8,1.26575,0.0,0.0,275.9,0.0,0.0,0.0,0.0,47.925,7.0,0.0,1.0,1010.925,997.9,1004.075,86.6,1010.3,0.0,100.639,-10.766,0.0,279.325,95.85,44334.1,2.2,-2.2,0.05
-0.0,5.775,1.267,0.0,0.0,275.725,0.0,0.0,0.0,0.0,48.05,7.0,0.0,1.0,1010.6,997.525,1003.725,87.35,1009.925,0.0,113.8565,-4.3702497,0.0,279.1,95.8,44576.85,2.2,-2.2,0.05
7.731522146471875,5.8,1.26575,10591.075,11.65,275.85,8.625,15504.05,2.65,4776.325,46.9,7.0,0.75,0.75,1010.15,997.05,1003.25,87.75,1009.45,0.0,127.2475,1.398,0.0,278.875,92.1,44223.05,2.25,-2.25,-0.1
72.58872082819374,6.05,1.26125,121361.95,59.675,276.45,39.825,87202.875,23.6,47262.277,42.2,7.0,1.0,0.0,1009.775,996.775,1002.925,87.45,1009.1,0.0,141.0345,6.2055,0.0,278.75,81.025,43278.75,2.225,-2.2,-0.2
111.92425605649376,6.35,1.257,317500.38,115.25,277.15,51.275,164017.3,70.35,169074.83,24.45,7.0,1.0,0.0,1009.19995,996.175,1002.325,85.725,1008.45,0.0,155.30525,9.739,0.0,279.25,44.275,43464.5,2.55,-2.55,-0.5
143.5539356469875,6.725,1.2490001,488468.44,151.55,278.05,48.15,178947.53,113.875,331543.78,30.0,7.0,1.0,0.0,1008.15,995.15,1001.25,83.2,1007.35,0.0,169.98901,11.7375,0.0,280.35,54.05,43978.75,2.95,-2.8,-0.8
128.4782905280219,7.025,1.2425001,565579.7,157.2,278.8,58.55,191998.6,101.25,387219.4,52.95,7.0,1.0,0.0,1007.0,994.075,1000.15,81.675,1006.25,0.0,184.86676,12.038,0.0,281.475,97.7,36539.977,3.175,-3.05,-0.95
78.59811627863124,7.1499996,1.23825,527619.94,130.875,279.05,66.875,225734.95,55.55,282240.72,57.35,7.0,1.0,0.0,1005.675,992.825,998.9,80.5,1004.975,0.0,199.6485,10.6155,0.0,282.25,99.6,32639.773,3.35,-3.3,-0.35
48.826341204312506,7.0,1.236,384373.0,79.75,278.8,49.025,208594.47,28.025,150375.55,63.050003,7.0,1.0,0.0,1004.625,991.825,997.85,77.275,1003.925,0.0,214.0785,7.58775,0.0,282.6,97.3,39861.6,3.55,-3.4,0.95
6.877143680065624,6.75,1.234,185607.83,25.575,278.275,16.55,118006.75,5.6,60513.2,70.25,7.0,1.0,0.5,1003.8,990.9,996.975,74.05,1003.0,0.0,228.031,3.1877499,0.0,282.8,96.75,43479.625,3.85,-3.4,1.8
-0.0,6.625,1.2335,32387.176,0.0,277.95,0.0,29777.625,0.0,10113.875,74.125,7.0,0.0,1.0,1002.875,990.05005,996.1,72.8,1002.15,0.0,241.5395,-2.28425,0.0,282.84998,99.475,52887.55,3.65,-3.2,1.75
-0.0,6.55,1.2315,0.0,0.0,277.8,0.0,0.0,0.0,0.0,85.825,7.0,0.0,1.0,1001.925,989.1,995.125,71.2,1001.175,0.025,254.78549,-8.50125,0.025,283.1,99.75,53559.0,3.625,-3.15,1.75
-0.0,6.5,1.22875,0.0,0.0,277.8,0.0,0.0,0.0,0.0,99.825,7.0,0.0,1.0,1001.225,988.45,994.45,68.975,1000.45,0.1,268.0595,-15.12275,0.1,283.5,100.0,55268.273,3.5,-3.05,1.675
-0.0,6.6,1.2277501,0.0,0.0,277.975,0.0,0.0,0.0,0.0,99.25,7.0,0.0,1.0,1000.75,988.05,994.05,69.25,1000.05,0.22500001,281.73575,-21.79375,0.1,283.925,99.95,55439.3,3.075,-2.925,0.875
-0.0,6.8250003,1.229,0.0,0.0,278.4,0.0,0.0,0.0,0.0,99.375,7.0,0.0,1.0,1000.45,987.75,993.75,72.25,999.775,0.84999996,296.2375,-28.124249,0.075,284.175,100.0,47763.2,3.05,-3.025,0.325
-0.0,6.9,1.2262499,0.0,0.0,278.6,0.0,0.0,0.0,0.0,98.7,7.0,0.0,1.0,1000.075,987.4,993.4,71.425,999.4,1.2,311.972,-33.66725,0.075,284.55,100.0,44239.0,3.6999998,-3.275,1.725
-0.0,6.9,1.22125,0.0,0.0,278.6,0.0,0.0,0.0,0.0,84.6,7.0,0.0,1.0,999.525,986.875,992.825,66.65,998.825,0.425,329.18375,-37.9185,0.0,285.2,100.0,55499.125,4.375,-2.85,3.3000002
-0.0,6.9,1.2195001,0.0,0.0,278.6,0.0,0.0,0.0,0.0,63.075,7.0,0.0,1.0,999.525,986.925,992.875,63.6,998.85,0.075,347.72626,-40.37775,0.0,285.6,99.85,56559.574,3.925,-1.675,3.5
-0.0,6.9,1.221,0.0,0.0,278.625,0.0,0.0,0.0,0.0,59.649998,7.0,0.0,1.0,999.95,987.325,993.3,63.45,999.275,0.0,96.911255,-40.69075,0.0,285.525,84.35,56802.074,2.95,-1.075,2.725
-0.0,6.9,1.2205,0.0,0.0,278.7,0.0,0.0,0.0,0.0,65.2,7.0,0.0,1.0,998.85,986.25,992.2,64.175,998.15,0.0,24.60775,-39.308,0.0,285.8,66.525,56591.824,2.35,-0.84999996,2.15
-0.0,7.025,1.22375,0.0,0.0,278.9,0.0,0.0,0.0,0.0,65.3,7.0,0.0,1.0,999.2,986.575,992.55,67.025,998.55,0.0,42.36625,-35.614,0.0,285.8,65.3,55848.75,1.6,-1.45,0.6
-0.0,7.2,1.226,0.0,0.0,279.3,0.0,0.0,0.0,0.0,52.725,7.0,0.0,1.0,999.55,986.875,992.85,70.85,998.85,0.0,58.6225,-30.44925,0.0,285.8,53.55,54245.074,1.5,-1.475,0.35000002
-0.0,7.225,1.228,0.0,0.0,279.3,0.0,0.0,0.0,0.0,64.524994,7.0,0.0,1.0,999.9,987.25,993.25,72.1,999.25,0.0,73.517746,-24.33,0.0,285.8,72.3,53343.65,1.525,-1.45,0.5
-0.0,7.3,1.228,0.0,0.0,279.4,0.0,0.0,0.0,0.0,63.275,7.0,0.0,1.0,1000.2,987.525,993.525,72.9,999.55,0.0,87.4305,-17.72725,0.0,285.65002,77.45,53084.523,1.6,-1.55,0.45
-0.0,7.3250003,1.229,0.0,0.0,279.45,0.0,0.0,0.0,0.0,45.2,7.0,0.0,1.0,1000.35,987.65,993.65,74.875,999.675,0.0,100.791245,-11.0485,0.0,285.4,49.075,51851.773,1.775,-1.7,0.45000002
