pv_measurement,absolute_humidity_2m:gm3,air_density_2m:kgm3,clear_sky_energy_1h:J,clear_sky_rad:W,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,pressure_100m:hPa,pressure_50m:hPa,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms
0.98,7.55,1.2344999,158392.97,73.325,279.85,21.65,47669.773,10.9,19655.95,98.9,24.0,1.0,0.25,1003.45,988.125,994.15,91.4,1000.2,0.0,140.70801,7.1625004,0.2,281.0,98.9,23446.975,4.8250003,4.0,-2.675
12.740000000000002,7.1,1.238,374707.7,132.775,278.925,54.025,136226.6,26.65,67603.2,99.7,24.0,1.0,0.0,1005.5,990.125,996.15,86.225,1002.25,0.0,155.07175,10.7285,0.1,280.55,99.7,36089.176,4.8,3.9250002,-2.7
29.4,6.375,1.24125,554693.94,170.55,277.35,68.65,220857.5,39.875,119714.42,74.975,24.0,1.0,0.0,1007.35,991.875,997.95,77.75,1004.05,0.0,169.8675,12.7495,0.05,280.1,75.025,50425.75,4.55,3.575,-2.8
81.34000000000002,5.55,1.2435,634809.25,176.5,275.35,80.425,268390.12,44.325,151508.67,37.025,24.0,1.0,0.0,1008.625,993.05,999.125,68.225,1005.25,0.0,184.8675,13.05775,0.0,279.75,38.675,55904.625,4.125,3.4,-2.25
95.06000000000002,5.2,1.24325,595903.75,149.325,274.575,53.875,241728.72,97.175,254702.98,30.275,24.0,1.0,0.0,1009.3,993.675,999.75,62.95,1005.875,0.0,199.767,11.6265,0.0,280.075,35.575,57542.074,4.0,3.8,-1.2
102.9,5.1749997,1.2455,446726.03,95.5,274.4,38.675,166621.38,69.7,300395.06,20.5,24.0,1.0,0.0,1010.05005,994.5,1000.575,62.025,1006.69995,0.0,214.29974,8.577,0.0,280.275,28.225,57578.125,3.825,3.775,-0.675
46.06,5.1499996,1.2507501,231980.33,35.05,274.3,20.1,105840.1,14.35,151274.45,50.85,24.0,1.0,0.5,1010.975,995.5,1001.6,64.350006,1007.725,0.0,228.3335,4.14825,0.0,280.05,54.85,55833.0,3.475,3.425,0.024999999
12.740000000000002,5.2,1.2565,52428.074,1.55,274.4,0.95,37871.9,0.0,25840.9,89.425,24.0,0.25,1.0,1011.9,996.4,1002.525,68.5,1008.7,0.0,241.901,-1.35375,0.0,279.55,89.55,54023.85,3.1,3.0,0.8
2.94,5.2,1.25975,430.575,0.0,274.425,0.0,1699.475,0.0,0.0,99.5,24.0,0.0,1.0,1012.55,997.15,1003.3,70.45,1009.475,0.0,255.1855,-7.59525,0.05,279.125,99.5,52340.523,2.975,2.725,1.1750001
0.0,5.2,1.26125,0.0,0.0,274.4,0.0,0.0,0.0,0.0,98.8,24.0,0.0,1.0,1013.225,997.8,1003.95,71.525,1010.125,0.0,268.48026,-14.233,0.1,278.84998,98.8,51309.676,2.65,2.4,1.1750001
0.0,5.225,1.2625,0.0,0.0,274.475,0.0,0.0,0.0,0.0,92.75,24.0,0.0,1.0,1013.85,998.35,1004.5,72.525,1010.7,0.0,282.15802,-20.9085,0.1,278.65002,92.75,51281.176,2.325,2.05,1.2
0.0,5.3,1.26425,0.0,0.0,274.625,0.0,0.0,0.0,0.0,85.5,24.0,0.0,1.0,1014.175,998.65,1004.8,74.0,1011.0,0.0,296.6355,-27.232,0.1,278.5,85.55,51182.4,2.075,1.625,1.3
0.0,5.3,1.2655001,0.0,0.0,274.7,0.0,0.0,0.0,0.0,88.5,24.0,0.0,1.0,1014.45,998.95,1005.15,75.75,1011.35,0.0,312.309,-32.7585,0.05,278.32498,88.6,51150.8,1.875,1.15,1.45
0.0,5.3,1.267,0.0,0.0,274.575,0.0,0.0,0.0,0.0,94.575,24.0,0.0,1.0,1014.775,999.25,1005.45,75.75,1011.65,0.0,329.411,-36.989998,0.0,278.3,94.575,51187.574,1.65,0.65,1.525
-0.0,5.3,1.26775,0.0,0.0,274.525,0.0,0.0,0.0,0.0,81.45,24.0,0.0,1.0,1014.9,999.4,1005.6,74.5,1011.8,0.0,347.79352,-39.4365,0.0,278.34998,81.45,50303.773,1.275,0.22500001,1.275
-0.0,5.3,1.2715,0.0,0.0,274.525,0.0,0.0,0.0,0.0,44.2,24.0,0.0,1.0,1014.875,999.5,1005.65,75.575,1011.9,0.0,96.7945,-39.75275,0.0,278.3,44.275,47674.477,1.1,0.025,1.1
0.0,5.075,1.279,0.0,0.0,273.85,0.0,0.0,0.0,0.0,12.325,24.0,0.0,1.0,1014.25,998.775,1005.025,82.8,1011.25,0.0,24.34725,-38.3975,0.0,277.2,16.75,43908.1,2.0249999,0.425,2.0
-0.0,5.0,1.28075,0.0,0.0,273.6,0.0,0.0,0.0,0.0,11.475,24.0,0.0,1.0,1014.325,998.9,1005.1,81.9,1011.4,0.0,41.98475,-34.73025,0.0,277.17502,12.85,43823.55,1.8499999,0.25,1.8249999
0.0,5.0,1.281,0.0,0.0,273.575,0.0,0.0,0.0,0.0,34.95,24.0,0.0,1.0,1014.25,998.8,1005.05,81.575,1011.3,0.0,58.1715,-29.588749,0.0,277.375,48.25,42680.35,1.7,0.125,1.7
0.0,5.025,1.28025,0.0,0.0,273.75,0.0,0.0,0.0,0.0,74.325,24.0,0.0,1.0,1014.15,998.7,1004.9,81.875,1011.2,0.0,73.038,-23.48375,0.0,277.6,95.625,40893.676,1.475,0.0,1.45
0.0,5.1,1.28,0.0,0.0,273.925,0.0,0.0,0.0,0.0,83.0,24.0,0.0,1.0,1014.15,998.7,1004.92505,84.05,1011.2,0.0,86.948,-16.88175,0.0,277.8,88.6,41291.05,1.2,-0.15,1.175
0.0,5.25,1.277,0.0,0.0,274.3,0.0,0.0,0.0,0.0,64.1,24.0,0.0,1.0,1014.0,998.575,1004.775,84.350006,1011.05,0.0,100.325005,-10.18975,0.0,278.1,64.424995,42757.85,1.0,-0.4,0.975
0.0,5.375,1.271,0.0,0.0,274.7,0.0,0.0,0.0,0.0,49.375,24.0,0.0,1.0,1013.8,998.3,1004.5,82.15,1010.7,0.0,113.5625,-3.77475,0.0,278.55,51.475,46108.65,1.0,-0.4,0.9
0.0,5.5,1.268,15186.5,15.525,275.075,9.125,16475.074,0.0,0.0,44.1,24.0,0.75,1.0,1013.6,998.1,1004.3,82.375,1010.525,0.0,126.98575,2.0175,0.0,278.9,60.675003,48590.95,0.925,-0.5,0.8
14.7,5.775,1.26225,145760.2,68.75,275.85,40.725,89715.27,18.425,33140.45,62.15,24.0,1.0,0.25,1013.57495,998.05,1004.225,82.5,1010.42505,0.0,140.81924,6.85075,0.0,279.05,95.2,49304.8,0.675,-0.475,0.45
55.86000000000001,6.15,1.25575,355780.66,127.075,276.8,62.199997,185190.95,47.95,119421.52,60.4,24.0,1.0,0.0,1013.5,997.975,1004.125,83.55,1010.275,0.0,155.15175,10.4075,0.0,279.225,97.75,48146.926,0.45,-0.4,-0.15
76.44,6.5,1.2505,533037.1,164.35,277.65,60.775,221379.95,99.0,264483.06,45.9,24.0,1.0,0.0,1013.45,997.9,1004.0,84.35,1010.15,0.0,169.91,12.4215,0.0,279.5,91.125,48540.324,0.575,-0.3,-0.5
129.36,6.725,1.247,612232.9,170.2,278.15,51.675,202439.22,125.625,404296.66,32.3,24.0,1.0,0.0,1013.225,997.65,1003.75,83.575,1009.9,0.0,184.86925,12.726749,0.0,279.975,63.625,50131.3,1.25,-0.875,-0.875
136.22,6.9,1.246,573578.0,143.25,278.45,47.55,178584.28,106.35,417492.34,13.8,24.0,1.0,0.0,1012.7,997.2,1003.3,84.1,1009.4,0.0,199.72975,11.297501,0.0,280.34998,27.65,49083.125,1.6,-1.2,-1.1
107.8,7.0,1.24675,426146.56,90.275,278.67502,36.85,151895.9,66.25,310605.3,11.425,24.0,1.0,0.0,1012.0,996.44995,1002.55005,85.55,1008.675,0.0,214.228,8.25425,0.0,280.6,22.849998,46541.375,1.6,-1.25,-1.0
61.74,6.85,1.2505,216305.42,31.8,278.35,16.175,95434.67,15.2,146581.77,0.0,24.0,1.0,0.5,1011.3,995.8,1001.9,86.625,1008.07495,0.0,228.23325,3.83275,0.0,280.67502,0.0,44657.875,1.775,-1.65,-0.6
19.6,6.475,1.2574999,45455.7,0.975,277.425,0.275,29613.299,0.0,27374.2,0.0,24.0,0.25,1.0,1010.925,995.625,1001.75,88.7,1007.9,0.0,241.78075,-1.66225,0.0,280.6,0.0,41837.0,1.325,-1.3,0.2
0.98,5.875,1.26775,272.95,0.0,276.0,0.0,500.225,0.0,0.0,4.95,24.0,0.0,1.0,1010.35,995.125,1001.3,91.825,1007.5,0.0,255.05075,-7.89825,0.0,280.6,4.95,37757.027,1.625,-1.4,0.825
0.0,5.45,1.27275,0.0,0.0,274.9,0.0,0.0,0.0,0.0,21.0,24.0,0.0,1.0,1009.85,994.725,1000.92505,92.35,1007.125,0.0,268.337,-14.5335,0.0,280.825,21.0,37563.08,1.675,-1.2,1.125
0.0,5.375,1.2737501,0.0,0.0,274.65002,0.0,0.0,0.0,0.0,55.175003,24.0,0.0,1.0,1009.7,994.55,1000.75,89.6,1007.0,0.0,282.01324,-21.21075,0.0,280.875,55.325,40196.297,1.45,-0.725,1.2
0.0,5.525,1.2705,0.0,0.0,275.05,0.0,0.0,0.0,0.0,84.825,24.0,0.0,1.0,1009.55,994.35,1000.525,85.350006,1006.75,0.0,296.49802,-27.5395,0.0,280.65002,85.3,41953.324,1.25,-0.5,1.125
0.0,5.6,1.2655001,0.0,0.0,275.34998,0.0,0.0,0.0,0.0,86.325,24.0,0.0,1.0,1009.4,994.2,1000.3,82.35,1006.5,0.0,312.19177,-33.074,0.05,280.5,87.8,44484.176,0.975,-0.45000002,0.85
0.0,5.6,1.2615,0.0,0.0,275.34998,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1009.3,994.05,1000.2,80.65,1006.375,0.0,329.33176,-37.3145,0.2,280.6,100.0,46847.676,1.075,-0.825,0.7
0.0,5.6749997,1.25875,0.0,0.0,275.55,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1009.1,993.8,999.925,78.3,1006.1,0.0,347.77124,-39.76675,0.15,281.15,100.0,47724.3,1.3,-1.1500001,0.55
-0.0,5.8,1.25675,0.0,0.0,275.8,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1008.95,993.7,999.8,77.575,1005.95,0.0,96.83725,-40.082,0.125,281.25,100.0,47805.176,1.025,-1.0,0.125
-0.0,5.9,1.26075,0.0,0.0,275.975,0.0,0.0,0.0,0.0,83.0,24.0,0.0,1.0,1007.95,992.65,998.75,80.325,1004.95,0.0,24.44125,-38.71625,0.0,280.75,98.975,44687.3,1.125,-1.075,0.275
0.0,5.9,1.26125,0.0,0.0,276.05,0.0,0.0,0.0,0.0,92.65,24.0,0.0,1.0,1007.45,992.15,998.3,81.85,1004.475,0.075,42.12075,-35.03725,0.0,280.825,100.0,43195.375,1.25,-1.2,0.35
0.0,6.025,1.25875,0.0,0.0,276.4,0.0,0.0,0.0,0.0,97.25,24.0,0.0,1.0,1007.6,992.275,998.4,84.15,1004.55005,0.35000002,58.331497,-29.88525,0.075,280.475,100.0,30960.273,1.0,-0.425,0.32500002
0.0,6.2,1.25875,0.0,0.0,276.775,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1008.25,992.875,999.025,87.275,1005.175,0.775,73.2065,-23.772,0.2,279.225,100.0,8734.55,1.0,0.9,0.075
0.0,6.3500004,1.259,0.0,0.0,277.1,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1008.225,992.9,999.0,90.675,1005.2,0.65,87.116,-17.1665,0.15,279.1,100.0,5518.125,1.475,0.7,1.3
0.0,6.45,1.25825,0.0,0.0,277.375,0.0,0.0,0.0,0.0,100.0,24.0,0.0,1.0,1008.35,993.0,999.1,91.65,1005.3,0.3,100.48575,-10.47625,0.1,279.65,100.0,5576.075,2.05,0.8,1.875
0.0,6.725,1.2555,0.0,0.0,277.975,0.0,0.0,0.0,0.0,97.925,24.0,0.0,1.0,1008.5,993.1,999.225,90.15,1005.375,0.1,113.7115,-4.06625,0.125,280.75,97.925,8084.025,1.9499999,0.4,1.925
0.0,6.9,1.253,12938.95,13.625,278.3,9.55,17187.426,0.0,0.0,77.4,24.0,0.75,1.0,1008.675,993.325,999.45,89.425,1005.57495,0.0,127.116745,1.7175,0.0,281.6,77.4,21503.275,1.625,-0.25,1.6
1.96,7.05,1.24875,133795.81,64.325,278.675,34.525,79325.1,26.075,46968.6,34.3,24.0,1.0,0.25,1008.825,993.475,999.57495,88.725,1005.7,0.0,140.926,6.5412498,0.0,282.325,34.3,39516.773,1.475,-0.7,1.275
33.32,7.525,1.24125,337324.06,121.4,279.75,43.725002,140900.7,84.775,199537.05,0.55,24.0,1.0,0.0,1009.1,993.7,999.75,88.85,1005.875,0.0,155.2275,10.0885,0.0,282.75,0.55,42263.5,1.25,-0.625,1.125
85.26,8.2,1.237,511759.16,158.25,281.05,48.875,166757.22,114.1,357924.8,39.475,24.0,1.0,0.0,1009.35,993.975,1000.025,89.8,1006.1,0.0,169.94875,12.0965,0.0,282.75,44.125,39010.875,0.9,-0.25,0.85
122.5,8.65,1.2344999,590029.8,164.025,281.875,70.975,215772.45,48.075,291936.38,93.375,24.0,1.0,0.0,1009.45,994.125,1000.15,89.55,1006.225,0.0,184.86826,12.39975,0.05,282.9,96.05,37253.676,0.625,0.1,0.6
138.18,8.725,1.23425,551667.75,137.35,282.0,53.8,224637.0,13.825,111435.2,95.825,24.0,1.0,0.0,1009.65,994.35,1000.35,87.775,1006.45,0.0,199.68976,10.973,0.1,283.0,97.375,38177.574,0.5,0.4,0.25
90.16,8.5,1.2365,406083.75,85.175,281.65,35.775,161258.5,19.15,59288.477,66.325,24.0,1.0,0.0,1009.95,994.675,1000.725,87.425,1006.775,0.0,214.15375,7.93525,0.025,282.95,70.4,39038.977,0.4,0.15,-0.25
71.54,8.0,1.2427499,201315.5,28.725,280.625,15.325,91983.7,8.325001,49402.0,44.725,24.0,1.0,0.5,1010.275,994.95,1001.025,89.2,1007.125,0.0,228.13225,3.52175,0.0,282.75,44.725,36935.176,0.65,-0.6,-0.15
16.66,7.375,1.2515,38775.875,0.425,279.375,0.125,27809.299,0.0,14968.75,77.275,24.0,0.25,1.0,1010.525,995.25,1001.35,90.775,1007.5,0.0,241.65875,-1.9655001,0.0,282.7,77.549995,35766.574,1.1,-0.925,0.54999995
0.0,7.1,1.2544999,117.5,0.0,278.85,0.0,225.325,0.0,0.0,89.725,24.0,0.0,1.0,1010.8,995.625,1001.75,90.25,1007.9,0.0,254.9145,-8.196,0.0,282.725,90.0,37312.0,1.275,-0.55,1.175
0.0,7.0,1.25625,0.0,0.0,278.575,0.0,0.0,0.0,0.0,58.975,24.0,0.0,1.0,1011.075,995.975,1002.1,88.6,1008.25,0.0,268.19226,-14.82925,0.0,282.55,59.125,39819.574,1.45,-0.25,1.4
0.0,6.75,1.2585,0.0,0.0,278.1,0.0,0.0,0.0,0.0,14.925,24.0,0.0,1.0,1011.3,996.275,1002.4,86.15,1008.5,0.0,281.866,-21.508,0.0,282.3,17.775002,40597.297,1.575,-0.075,1.575
0.0,6.45,1.262,0.0,0.0,277.275,0.0,0.0,0.0,0.0,24.25,24.0,0.0,1.0,1011.45,996.325,1002.475,85.05,1008.65,0.0,296.35776,-27.842,0.0,282.15,47.95,37337.477,1.575,-0.05,1.575
0.0,6.075,1.2655001,0.0,0.0,276.45,0.0,0.0,0.0,0.0,41.475,24.0,0.0,1.0,1011.625,996.5,1002.625,85.125,1008.8,0.0,312.0715,-33.385498,0.0,281.8,82.05,34969.7,1.5,0.024999999,1.475
0.0,5.9,1.2674999,0.0,0.0,276.025,0.0,0.0,0.0,0.0,19.65,24.0,0.0,1.0,1011.675,996.525,1002.7,85.225,1008.9,0.0,329.24976,-37.63525,0.0,281.65,39.075,43404.25,1.5,-0.17500001,1.5
0.0,5.8500004,1.267,0.0,0.0,275.95,0.0,0.0,0.0,0.0,10.75,24.0,0.0,1.0,1011.8,996.6,1002.8,85.95,1009.0,0.0,347.74475,-40.093002,0.0,281.225,19.925,43297.0,1.5,-0.2,1.5
-0.0,5.7,1.2695,0.0,0.0,275.5,0.0,0.0,0.0,0.0,23.075,24.0,0.0,1.0,1011.875,996.6,1002.8,85.975,1009.0,0.0,96.876,-40.4075,0.0,280.675,42.225,43432.65,1.5,-0.57500005,1.4
-0.0,5.6,1.2715,0.0,0.0,275.32498,0.0,0.0,0.0,0.0,48.25,24.0,0.0,1.0,1011.975,996.8,1003.0,85.25,1009.225,0.0,24.531,-39.03175,0.0,280.925,95.75,44709.65,1.375,-0.9,1.075
0.0,5.575,1.27,0.0,0.0,275.25,0.0,0.0,0.0,0.0,50.4,24.0,0.0,1.0,1011.925,996.675,1002.825,85.4,1009.05,0.0,42.2525,-35.342,0.0,280.425,100.0,44778.17,1.225,-1.0,0.7
0.0,5.55,1.271,0.0,0.0,275.15,0.0,0.0,0.0,0.0,50.4,24.0,0.0,1.0,1011.65,996.375,1002.575,84.975,1008.775,0.0,58.487,-30.179249,0.0,280.1,100.0,44361.65,1.3499999,-1.2,0.6
0.0,5.6,1.2685001,0.0,0.0,275.32498,0.0,0.0,0.0,0.0,50.4,24.0,0.0,1.0,1011.325,996.075,1002.25,84.7,1008.45,0.0,73.371,-24.0585,0.0,280.0,100.0,45432.45,1.3,-1.225,0.475
0.0,5.55,1.2695,0.0,0.0,275.175,0.0,0.0,0.0,0.0,48.9,24.0,0.0,1.0,1011.025,995.75,1001.925,85.475,1008.125,0.0,87.28025,-17.449749,0.0,279.95,97.05,44281.926,1.55,-1.45,0.525
0.0,5.425,1.27275,0.0,0.0,274.775,0.0,0.0,0.0,0.0,47.9,24.0,0.0,1.0,1010.7,995.4,1001.6,86.6,1007.825,0.0,100.64275,-10.76025,0.0,279.8,95.075,42609.85,1.8249999,-1.625,0.8
0.0,5.3,1.2725,0.0,0.0,274.5,0.0,0.0,0.0,0.0,48.375,24.0,0.0,1.0,1010.45,995.05,1001.25,87.275,1007.45,0.0,113.856,-4.356,0.0,279.575,96.0,43687.125,1.775,-1.55,0.85
0.0,5.4,1.26875,10754.101,11.825,274.8,8.625,15489.525,0.0,0.0,46.45,24.0,0.75,1.0,1010.05,994.55,1000.75,87.65,1006.95,0.0,127.24375,1.4202499,0.0,279.25,92.175,44409.95,1.775,-1.6,0.8
8.82,5.75,1.2615,122349.55,60.074997,275.725,38.675,85162.53,16.925,30483.025,38.8,24.0,1.0,0.5,1009.775,994.25,1000.4,87.25,1006.575,0.0,141.02875,6.2345,0.0,279.1,76.85,44130.125,1.6,-1.5,0.575
46.06,6.15,1.255,319356.28,115.875,276.75,49.45,158649.95,74.25,164123.5,19.25,24.0,1.0,0.0,1009.19995,993.65,999.775,85.025,1005.95,0.0,155.299,9.7735,0.0,279.6,36.825,44813.15,1.75,-1.75,0.175
84.28,6.625,1.24525,490875.66,152.25,277.875,47.475,174448.17,115.625,341760.62,28.724998,24.0,1.0,0.0,1008.1,992.6,998.675,82.2,1004.80005,0.0,169.984,11.775,0.0,280.775,53.425,47202.676,2.1,-2.1,0.05
128.38000000000002,6.95,1.2375,568214.25,157.95,278.65,58.425,190672.22,102.15,392021.3,52.75,24.0,1.0,0.0,1006.95,991.525,997.575,80.35,1003.65,0.0,184.86426,12.07675,0.0,281.9,99.1,44455.574,2.4,-2.35,0.3
123.48,7.05,1.2335,530187.06,131.525,278.875,66.774994,225355.42,56.35,285318.28,55.5,24.0,1.0,0.0,1005.65,990.30005,996.30005,78.725,1002.375,0.0,199.64725,10.6525,0.0,282.575,99.475,39286.125,2.975,-2.6,1.35
57.82,6.9,1.23225,386552.7,80.275,278.525,48.275,207059.66,29.925,155289.9,63.225,24.0,1.0,0.0,1004.5,989.25,995.25,76.05,1001.30005,0.0,214.0775,7.62075,0.0,282.775,97.899994,42225.824,3.7,-2.65,2.6
55.86000000000001,6.6499996,1.232,187007.14,25.8,278.025,16.875,117241.125,3.3,59815.773,73.85,24.0,1.0,0.75,1003.575,988.3,994.3,73.65,1000.4,0.0,228.02899,3.21525,0.0,282.9,98.225,47967.574,4.1,-2.6,3.15
10.78,6.475,1.232,32778.875,0.0,277.65002,0.0,30335.926,0.0,5943.075,79.15,24.0,0.0,1.0,1002.575,987.4,993.425,72.575,999.45,0.0,241.535,-2.26425,0.0,282.925,99.875,52586.176,3.9,-2.4,3.1
0.0,6.4,1.2305,0.0,0.0,277.5,0.0,0.0,0.0,0.0,89.05,24.0,0.0,1.0,1001.55005,986.375,992.375,70.8,998.375,0.05,254.77676,-8.4895,0.05,283.15,99.8,53027.324,4.15,-2.3,3.425
0.0,6.4,1.2265,0.0,0.0,277.45,0.0,0.0,0.0,0.0,99.75,24.0,0.0,1.0,1000.85,985.7,991.675,68.600006,997.675,0.1,268.046,-15.11975,0.1,283.575,100.0,55064.875,4.075,-2.15,3.475
0.0,6.425,1.2262499,0.0,0.0,277.6,0.0,0.0,0.0,0.0,99.3,24.0,0.0,1.0,1000.45,985.375,991.375,68.7,997.375,0.25,281.71725,-21.8,0.1,284.025,100.0,54908.477,2.95,-1.9,2.2
0.0,6.625,1.22675,0.0,0.0,278.0,0.0,0.0,0.0,0.0,99.8,24.0,0.0,1.0,1000.2,985.2,991.175,70.95,997.2,0.9,296.21524,-28.14,0.1,284.35,100.0,52335.426,2.5,-1.95,1.6
0.0,6.7,1.2235,0.0,0.0,278.17502,0.0,0.0,0.0,0.0,98.7,24.0,0.0,1.0,999.9,984.85,990.8,69.375,996.8,1.1,311.9485,-33.692,0.075,284.8,100.0,52427.203,3.725,-2.15,3.05
0.0,6.7,1.218,0.0,0.0,278.275,0.0,0.0,0.0,0.0,85.825,24.0,0.0,1.0,999.25,984.25,990.2,65.05,996.175,0.3,329.16376,-37.95125,0.0,285.375,100.0,55426.4,5.2,-2.075,4.75
0.0,6.7,1.21725,0.0,0.0,278.2,0.0,0.0,0.0,0.0,63.95,24.0,0.0,1.0,999.175,984.3,990.25,62.75,996.2,0.075,347.71448,-40.415,0.0,285.65002,99.8,55254.0,5.2,-1.1,5.075
-0.0,6.7,1.21925,0.0,0.0,278.25,0.0,0.0,0.0,0.0,63.925,24.0,0.0,1.0,999.65,984.775,990.75,63.475,996.675,0.0,96.91025,-40.7295,0.0,285.525,88.325,55422.773,4.05,-0.35,4.05
-0.0,6.8,1.2185,0.0,0.0,278.4,0.0,0.0,0.0,0.0,67.5,24.0,0.0,1.0,998.55,983.65,989.6,63.625,995.575,0.0,24.61625,-39.344,0.0,285.8,69.375,55303.35,3.8999999,0.1,3.8999999
0.0,6.9,1.2225001,0.0,0.0,278.6,0.0,0.0,0.0,0.0,68.175,24.0,0.0,1.0,998.925,984.1,990.05,65.95,996.05,0.0,42.3805,-35.64375,0.0,285.82498,68.175,54942.95,2.175,-0.32500002,2.15
0.0,7.1,1.2255,0.0,0.0,278.9,0.0,0.0,0.0,0.0,53.65,24.0,0.0,1.0,999.275,984.425,990.4,69.45,996.4,0.0,58.63775,-30.4705,0.0,285.9,54.3,53516.15,1.525,-0.4,1.5
0.0,7.1,1.228,0.0,0.0,278.9,0.0,0.0,0.0,0.0,63.800003,24.0,0.0,1.0,999.7,984.75,990.75,70.65,996.75,0.0,73.53125,-24.3425,0.0,285.8,72.725,52358.85,1.6,-0.5,1.525
0.0,7.125,1.228,0.0,0.0,279.025,0.0,0.0,0.0,0.0,61.850002,24.0,0.0,1.0,999.975,985.05,991.0,71.6,997.05,0.0,87.43925,-17.73075,0.0,285.65002,79.925,51779.1,1.625,-0.625,1.5
0.0,7.1749997,1.2295,0.0,0.0,279.1,0.0,0.0,0.0,0.0,44.725,24.0,0.0,1.0,1000.15,985.2,991.175,73.675,997.225,0.0,100.795,-11.042749,0.0,285.425,49.9,50676.875,1.55,-0.75,1.3499999
0.0,7.1499996,1.2295,0.0,0.0,279.025,0.0,0.0,0.0,0.0,42.8,24.0,0.0,1.0,1000.4,985.35,991.35,76.4,997.4,0.0,113.99625,-4.6427503,0.0,285.15,48.875,51474.727,1.9,-0.775,1.7
0.0,7.225,1.22675,8620.125,10.05,279.25,7.025,12635.225,0.0,0.0,44.85,24.0,0.75,1.0,1000.7,985.575,991.55,76.65,997.6,0.0,127.366,1.125,0.0,284.925,66.4,52456.625,2.25,-0.45000002,2.2
