,time,clear_sky_rad:W,clear_sky_energy_1h:J,sun_elevation:d,is_day:idx,direct_rad_1h:J,pv_measurement,diffuse_rad_1h:J,pressure_100m:hPa
29,2019-01-02 05:00:00,0.0,0.0,-20.46725,0.0,0.0,0.0,0.0,1016.35
30,2019-01-02 06:00:00,0.0,0.0,-14.06475,0.0,0.0,0.0,0.0,1016.85
31,2019-01-02 07:00:00,0.0,0.0,-8.2585,0.0,0.0,0.0,0.0,1017.1
32,2019-01-02 08:00:00,0.0,0.0,-3.3455,0.0,0.0,0.0,0.0,1017.075
33,2019-01-02 09:00:00,4.425,3401.8252,0.401,0.75,0.0,0.0,2767.4248,1016.85
34,2019-01-02 10:00:00,20.925,46272.023,2.7485,1.0,66.025,3.45,11136.575,1016.45
35,2019-01-02 11:00:00,27.849998,91836.0,3.53775,1.0,74.35,5.175,18895.0,1016.0
36,2019-01-02 12:00:00,20.625,91270.625,2.713,1.0,106.799995,0.8625,17704.574,1015.85
37,2019-01-02 13:00:00,4.125,44912.25,0.33225,0.5,98.524994,0.0,8830.175,1016.05
38,2019-01-02 14:00:00,0.0,2963.0752,-3.4425,0.0,0.0,0.0,1651.5249,1016.25
39,2019-01-02 15:00:00,0.0,0.0,-8.3785,0.0,0.0,0.0,0.0,1015.85
40,2019-01-02 16:00:00,0.0,0.0,-14.20125,0.0,0.0,0.0,0.0,1015.525
41,2019-01-02 17:00:00,0.0,0.0,-20.613499,0.0,0.0,0.0,0.0,1015.5
42,2019-01-02 18:00:00,0.0,0.0,-27.296,0.0,0.0,0.0,0.0,1015.85
43,2019-01-02 19:00:00,0.0,0.0,-33.888252,0.0,0.0,0.0,0.0,1016.175
44,2019-01-02 20:00:00,0.0,0.0,-39.958252,0.0,0.0,0.0,0.0,1016.3
45,2019-01-02 21:00:00,0.0,0.0,-44.9705,0.0,0.0,0.0,0.0,1016.42505
46,2019-01-02 22:00:00,0.0,0.0,-48.308,0.0,0.0,0.0,0.0,1016.4
47,2019-01-02 23:00:00,0.0,0.0,-49.42225,0.0,0.0,0.0,0.0,1016.55
48,2019-01-03 00:00:00,0.0,0.0,-48.1855,0.0,0.0,0.0,0.0,1016.65
49,2019-01-03 01:00:00,0.0,0.0,-44.82275,0.0,0.0,0.0,0.0,1016.45
50,2019-01-03 02:00:00,0.0,0.0,-39.7945,0.0,0.0,0.0,0.0,1016.35
51,2019-01-03 03:00:00,0.0,0.0,-33.71575,0.0,0.0,0.0,0.0,1016.05
52,2019-01-03 04:00:00,0.0,0.0,-27.12025,0.0,0.0,0.0,0.0,1015.6
53,2019-01-03 05:00:00,0.0,0.0,-20.43925,0.0,0.0,0.0,0.0,1015.5
54,2019-01-03 06:00:00,0.0,0.0,-14.03175,0.0,0.0,0.0,0.0,1015.55
55,2019-01-03 07:00:00,0.0,0.0,-8.21725,0.0,0.0,0.0,0.0,1015.65
56,2019-01-03 08:00:00,0.0,0.0,-3.2937498,0.0,0.0,0.0,0.0,1015.475
57,2019-01-03 09:00:00,4.8,3862.025,0.465,0.75,0.0,0.0,1407.825,1015.4
58,2019-01-03 10:00:00,21.575,48227.0,2.8255,1.0,20.375,7.7625,9076.825,1015.325
59,2019-01-03 11:00:00,28.725,94636.7,3.628,1.0,287.95,3.45,29081.375,1015.05
60,2019-01-03 12:00:00,21.5,94461.83,2.815,1.0,326.425,0.0,32386.7,1014.55
61,2019-01-03 13:00:00,4.7000003,47798.227,0.444,0.75,58.875,0.0,12543.699,1014.4
62,2019-01-03 14:00:00,0.0,3712.575,-3.3232498,0.0,0.0,0.0,1569.35,1014.25
63,2019-01-03 15:00:00,0.0,0.0,-8.25375,0.0,0.0,0.0,0.0,1013.9
64,2019-01-03 16:00:00,0.0,0.0,-14.0735,0.0,0.0,0.0,0.0,1013.65
65,2019-01-03 17:00:00,0.0,0.0,-20.4835,0.0,0.0,0.0,0.0,1013.375
66,2019-01-03 18:00:00,0.0,0.0,-27.165249,0.0,0.0,0.0,0.0,1012.675
67,2019-01-03 19:00:00,0.0,0.0,-33.759,0.0,0.0,0.0,0.0,1011.75
68,2019-01-03 20:00:00,0.0,0.0,-39.8325,0.0,0.0,0.0,0.0,1010.85
69,2019-01-03 21:00:00,0.0,0.0,-44.85175,0.0,0.0,0.0,0.0,1010.225
70,2019-01-03 22:00:00,0.0,0.0,-48.2015,0.0,0.0,0.0,0.0,1009.9
71,2019-01-03 23:00:00,0.0,0.0,-49.333,0.0,0.0,0.0,0.0,1009.5
72,2019-01-04 00:00:00,0.0,0.0,-48.107,0.0,0.0,0.0,0.0,1008.95
73,2019-01-04 01:00:00,0.0,0.0,-44.76275,0.0,0.0,0.0,0.0,1008.4
74,2019-01-04 02:00:00,0.0,0.0,-39.748,0.0,0.0,0.0,0.0,1007.3
75,2019-01-04 03:00:00,0.0,0.0,-33.67775,0.0,0.0,0.0,0.0,1005.775
76,2019-01-04 04:00:00,0.0,0.0,-27.08575,0.0,0.0,0.0,0.0,1004.55005
77,2019-01-04 05:00:00,0.0,0.0,-20.4035,0.0,0.0,0.0,0.0,1003.975
78,2019-01-04 06:00:00,0.0,0.0,-13.990999,0.0,0.0,0.0,0.0,1003.65
79,2019-01-04 07:00:00,0.0,0.0,-8.16875,0.0,0.0,0.0,0.0,1003.325
80,2019-01-04 08:00:00,0.0,0.0,-3.2345,0.0,0.0,0.0,0.0,1003.57495
81,2019-01-04 09:00:00,5.2250004,4376.7246,0.53675,0.75,0.0,0.0,2809.475,1003.75
82,2019-01-04 10:00:00,22.325,50404.547,2.91025,1.0,1295.425,0.0,15486.075,1004.1
83,2019-01-04 11:00:00,29.7,97735.22,3.7255,1.0,1734.275,5.175,26207.824,1004.4
84,2019-01-04 12:00:00,22.45,97958.45,2.924,1.0,443.90002,7.7625,25069.35,1004.45
85,2019-01-04 13:00:00,5.35,50946.08,0.56299996,0.75,5.05,0.0,14249.925,1004.25
86,2019-01-04 14:00:00,0.0,4564.325,-3.1972501,0.0,0.0,0.0,2711.825,1004.3
87,2019-01-04 15:00:00,0.0,0.0,-8.123,0.0,0.0,0.0,0.0,1004.4
88,2019-01-04 16:00:00,0.0,0.0,-13.9385,0.0,0.0,0.0,0.0,1004.55
89,2019-01-04 17:00:00,0.0,0.0,-20.34725,0.0,0.0,0.0,0.0,1004.8
90,2019-01-04 18:00:00,0.0,0.0,-27.029,0.0,0.0,0.0,0.0,1005.3
91,2019-01-04 19:00:00,0.0,0.0,-33.62325,0.0,0.0,0.0,0.0,1005.825
92,2019-01-04 20:00:00,0.0,0.0,-39.7005,0.0,0.0,0.0,0.0,1006.4
93,2019-01-04 21:00:00,0.0,0.0,-44.7265,0.0,0.0,0.0,0.0,1006.85
94,2019-01-04 22:00:00,0.0,0.0,-48.08775,0.0,0.0,0.0,0.0,1007.25
95,2019-01-04 23:00:00,0.0,0.0,-49.23625,0.0,0.0,0.0,0.0,1007.65
96,2019-01-05 00:00:00,0.0,0.0,-48.0205,0.0,0.0,0.0,0.0,1007.975
97,2019-01-05 01:00:00,0.0,0.0,-44.694748,0.0,0.0,0.0,0.0,1008.275
98,2019-01-05 02:00:00,0.0,0.0,-39.694252,0.0,0.0,0.0,0.0,1008.6
99,2019-01-05 03:00:00,0.0,0.0,-33.6325,0.0,0.0,0.0,0.0,1008.95
100,2019-01-05 04:00:00,0.0,0.0,-27.04375,0.0,0.0,0.0,0.0,1009.35
101,2019-01-05 05:00:00,0.0,0.0,-20.36025,0.0,0.0,0.0,0.0,1009.725
102,2019-01-05 06:00:00,0.0,0.0,-13.943,0.0,0.0,0.0,0.0,1009.92505
103,2019-01-05 07:00:00,0.0,0.0,-8.11275,0.0,0.0,0.0,0.0,1010.15
104,2019-01-05 08:00:00,0.0,0.0,-3.1677501,0.0,0.0,0.0,0.0,1010.5
105,2019-01-05 09:00:00,5.675,4945.75,0.61575,0.75,0.0,5.175,4228.2,1010.675
106,2019-01-05 10:00:00,23.1,52809.35,3.00275,1.0,128.475,11.2125,23571.9,1010.7
107,2019-01-05 11:00:00,30.75,101143.35,3.8305001,1.0,1101.05,10.35,47275.227,1010.5
108,2019-01-05 12:00:00,23.425,101773.83,3.04025,1.0,1709.075,12.075,54357.25,1010.55
109,2019-01-05 13:00:00,6.075,54323.227,0.6885,0.75,814.15,0.0,33244.5,1010.625
110,2019-01-05 14:00:00,0.0,5466.35,-3.0644999,0.0,77.625,0.0,6818.775,1010.6
111,2019-01-05 15:00:00,0.0,0.0,-7.9855,0.0,0.0,0.0,0.0,1010.55
112,2019-01-05 16:00:00,0.0,0.0,-13.79825,0.0,0.0,0.0,0.0,1010.4
113,2019-01-05 17:00:00,0.0,0.0,-20.20525,0.0,0.0,0.0,0.0,1010.35
114,2019-01-05 18:00:00,0.0,0.0,-26.8865,0.0,0.0,0.0,0.0,1010.175
115,2019-01-05 19:00:00,0.0,0.0,-33.48225,0.0,0.0,0.0,0.0,1010.1
116,2019-01-05 20:00:00,0.0,0.0,-39.562,0.0,0.0,0.0,0.0,1009.975
117,2019-01-05 21:00:00,0.0,0.0,-44.594,0.0,0.0,0.0,0.0,1009.9
118,2019-01-05 22:00:00,0.0,0.0,-47.96625,0.0,0.0,0.0,0.0,1009.9
119,2019-01-05 23:00:00,0.0,0.0,-49.1315,0.0,0.0,0.0,0.0,1009.9
120,2019-01-06 00:00:00,0.0,0.0,-47.9265,0.0,0.0,0.0,0.0,1009.9
121,2019-01-06 01:00:00,0.0,0.0,-44.619003,0.0,0.0,0.0,0.0,1009.92505
122,2019-01-06 02:00:00,0.0,0.0,-39.633,0.0,0.0,0.0,0.0,1010.0
123,2019-01-06 03:00:00,0.0,0.0,-33.57975,0.0,0.0,0.0,0.0,1009.92505
124,2019-01-06 04:00:00,0.0,0.0,-26.9945,0.0,0.0,0.0,0.0,1009.85
125,2019-01-06 05:00:00,0.0,0.0,-20.31,0.0,0.0,0.0,0.0,1009.75
126,2019-01-06 06:00:00,0.0,0.0,-13.887751,0.0,0.0,0.0,0.0,1009.6
127,2019-01-06 07:00:00,0.0,0.0,-8.049251,0.0,0.0,0.0,0.0,1009.5
128,2019-01-06 08:00:00,0.0,0.0,-3.0935001,0.0,0.0,0.0,0.0,1009.325
129,2019-01-06 09:00:00,6.15,5569.025,0.7025,0.75,0.0,0.0,4299.025,1009.2
130,2019-01-06 10:00:00,24.025,55447.023,3.1025,1.0,578.2,0.0,15053.475,1008.825
131,2019-01-06 11:00:00,31.900002,104873.97,3.943,1.0,649.35,1.725,20997.125,1008.2
132,2019-01-06 12:00:00,24.55,105922.48,3.164,1.0,84.55,0.0,17920.273,1008.225
133,2019-01-06 13:00:00,6.75,57938.15,0.821,0.75,13.375,0.0,9881.7,1008.55
134,2019-01-06 14:00:00,0.0,6418.375,-2.9255002,0.0,0.0,0.0,2204.05,1009.05
135,2019-01-06 15:00:00,0.0,0.0,-7.84175,0.0,0.0,0.0,0.0,1009.7
136,2019-01-06 16:00:00,0.0,0.0,-13.652,0.0,0.0,0.0,0.0,1010.25
137,2019-01-06 17:00:00,0.0,0.0,-20.057499,0.0,0.0,0.0,0.0,1011.0
138,2019-01-06 18:00:00,0.0,0.0,-26.73825,0.0,0.0,0.0,0.0,1011.35
139,2019-01-06 19:00:00,0.0,0.0,-33.33475,0.0,0.0,0.0,0.0,1011.2
140,2019-01-06 20:00:00,0.0,0.0,-39.41725,0.0,0.0,0.0,0.0,1011.2
141,2019-01-06 21:00:00,0.0,0.0,-44.45525,0.0,0.0,0.0,0.0,1011.05
142,2019-01-06 22:00:00,0.0,0.0,-47.83825,0.0,0.0,0.0,0.0,1010.775
143,2019-01-06 23:00:00,0.0,0.0,-49.01925,0.0,0.0,0.0,0.0,1010.55
144,2019-01-07 00:00:00,0.0,0.0,-47.8245,0.0,0.0,0.0,0.0,1010.1
145,2019-01-07 01:00:00,0.0,0.0,-44.535248,0.0,0.0,0.0,0.0,1009.4
146,2019-01-07 02:00:00,0.0,0.0,-39.5635,0.0,0.0,0.0,0.0,1008.8
147,2019-01-07 03:00:00,0.0,0.0,-33.5195,0.0,0.0,0.0,0.0,1007.85
148,2019-01-07 04:00:00,0.0,0.0,-26.93775,0.0,0.0,0.0,0.0,1006.69995
149,2019-01-07 05:00:00,0.0,0.0,-20.25225,0.0,0.0,0.0,0.0,1005.7
150,2019-01-07 06:00:00,0.0,0.0,-13.82525,0.0,0.0,0.0,0.0,1004.85
151,2019-01-07 07:00:00,0.0,0.0,-7.978,0.0,0.0,0.0,0.0,1003.775
152,2019-01-07 08:00:00,0.0,0.0,-3.01175,0.0,0.0,0.0,0.0,1002.5
153,2019-01-07 09:00:00,6.675,6246.5,0.79649997,0.75,0.0,1.725,9060.699,1001.35
154,2019-01-07 10:00:00,24.975,58324.227,3.20975,1.0,563.7,12.075,46112.625,999.9
155,2019-01-07 11:00:00,33.125,108941.02,4.063,1.0,1909.8,20.7,85500.48,997.975
156,2019-01-07 12:00:00,25.725,110419.65,3.29475,1.0,2821.4,6.0375,90288.58,996.025
157,2019-01-07 13:00:00,7.575,61801.1,0.96025,0.75,1605.275,0.0,51157.125,994.35
158,2019-01-07 14:00:00,0.0,7420.4004,-2.7797499,0.0,129.975,0.0,9317.1,992.35
159,2019-01-07 15:00:00,0.0,0.0,-7.69175,0.0,0.0,0.0,0.0,990.65
160,2019-01-07 16:00:00,0.0,0.0,-13.49975,0.0,0.0,0.0,0.0,989.45
161,2019-01-07 17:00:00,0.0,0.0,-19.904,0.0,0.0,0.0,0.0,988.375
162,2019-01-07 18:00:00,0.0,0.0,-26.5845,0.0,0.0,0.0,0.0,987.44995
163,2019-01-07 19:00:00,0.0,0.0,-33.182,0.0,0.0,0.0,0.0,986.65
164,2019-01-07 20:00:00,0.0,0.0,-39.266502,0.0,0.0,0.0,0.0,986.5
165,2019-01-07 21:00:00,0.0,0.0,-44.309998,0.0,0.0,0.0,0.0,986.75
166,2019-01-07 22:00:00,0.0,0.0,-47.70275,0.0,0.0,0.0,0.0,987.325
167,2019-01-07 23:00:00,0.0,0.0,-48.899498,0.0,0.0,0.0,0.0,988.1
168,2019-01-08 00:00:00,0.0,0.0,-47.714752,0.0,0.0,0.0,0.0,988.9
169,2019-01-08 01:00:00,0.0,0.0,-44.444,0.0,0.0,0.0,0.0,989.80005
170,2019-01-08 02:00:00,0.0,0.0,-39.48675,0.0,0.0,0.0,0.0,990.9
171,2019-01-08 03:00:00,0.0,0.0,-33.45175,0.0,0.0,0.0,0.0,991.9
172,2019-01-08 04:00:00,0.0,0.0,-26.874,0.0,0.0,0.0,0.0,992.6
173,2019-01-08 05:00:00,0.0,0.0,-20.18725,0.0,0.0,0.0,0.0,993.275
174,2019-01-08 06:00:00,0.0,0.0,-13.755,0.0,0.0,0.0,0.0,994.19995
175,2019-01-08 07:00:00,0.0,0.0,-7.8997498,0.0,0.0,0.0,0.0,995.15
176,2019-01-08 08:00:00,0.0,0.0,-2.92275,0.0,0.0,0.0,0.0,995.85
177,2019-01-08 09:00:00,7.2749996,6978.2,0.89825,0.75,0.0,0.0,5340.075,996.5
178,2019-01-08 10:00:00,26.05,61448.926,3.3245,1.0,52.925,0.8625,28927.977,996.85
179,2019-01-08 11:00:00,34.5,113359.33,4.18975,1.0,874.875,18.975,59579.574,997.0
180,2019-01-08 12:00:00,27.025002,115281.625,3.43225,1.0,2290.3,18.975,63588.027,997.225
181,2019-01-08 13:00:00,8.4,65924.08,1.10675,0.75,1846.475,0.0,36135.926,997.5
182,2019-01-08 14:00:00,0.0,8472.675,-2.62775,0.0,378.15,0.0,8539.6,998.0
183,2019-01-08 15:00:00,0.0,0.0,-7.5360003,0.0,0.0,0.0,0.0,998.75
184,2019-01-08 16:00:00,0.0,0.0,-13.3415,0.0,0.0,0.0,0.0,999.55005
185,2019-01-08 17:00:00,0.0,0.0,-19.744999,0.0,0.0,0.0,0.0,1000.55005
186,2019-01-08 18:00:00,0.0,0.0,-26.42525,0.0,0.0,0.0,0.0,1001.4
187,2019-01-08 19:00:00,0.0,0.0,-33.02325,0.0,0.0,0.0,0.0,1002.125
188,2019-01-08 20:00:00,0.0,0.0,-39.10975,0.0,0.0,0.0,0.0,1002.9
189,2019-01-08 21:00:00,0.0,0.0,-44.158,0.0,0.0,0.0,0.0,1003.825
190,2019-01-08 22:00:00,0.0,0.0,-47.56025,0.0,0.0,0.0,0.0,1004.65
191,2019-01-08 23:00:00,0.0,0.0,-48.772,0.0,0.0,0.0,0.0,1005.675
192,2019-01-09 00:00:00,0.0,0.0,-47.5975,0.0,0.0,0.0,0.0,1006.4
193,2019-01-09 01:00:00,0.0,0.0,-44.345,0.0,0.0,0.0,0.0,1006.85
194,2019-01-09 02:00:00,0.0,0.0,-39.4025,0.0,0.0,0.0,0.0,1007.525
195,2019-01-09 03:00:00,0.0,0.0,-33.37675,0.0,0.0,0.0,0.0,1008.05
196,2019-01-09 04:00:00,0.0,0.0,-26.80275,0.0,0.0,0.0,0.0,1008.575
197,2019-01-09 05:00:00,0.0,0.0,-20.115,0.0,0.0,0.0,0.0,1009.05
198,2019-01-09 06:00:00,0.0,0.0,-13.6775,0.0,0.0,0.0,0.0,1009.4
199,2019-01-09 07:00:00,0.0,0.0,-7.814,0.0,0.0,0.0,0.0,1009.8
200,2019-01-09 08:00:00,0.0,0.0,-2.826,0.0,0.0,0.0,0.0,1010.35
201,2019-01-09 09:00:00,7.875,7764.2,1.0072501,0.75,0.0,1.725,10951.425,1010.725
202,2019-01-09 10:00:00,27.175,64830.273,3.44625,1.0,867.65,6.9,49637.453,1010.85
203,2019-01-09 11:00:00,35.95,118144.55,4.32425,1.0,1537.9,23.2875,91629.35,1010.725
204,2019-01-09 12:00:00,28.4,120525.2,3.5770001,1.0,943.3,15.525,93524.25,1010.675
205,2019-01-09 13:00:00,9.375,70355.95,1.2595,1.0,306.675,1.725,50846.875,1010.725
206,2019-01-09 14:00:00,0.0,9988.75,-2.4695,0.0,33.65,0.0,10265.975,1010.5
207,2019-01-09 15:00:00,0.0,0.0,-7.37425,0.0,0.0,0.0,0.0,1010.125
208,2019-01-09 16:00:00,0.0,0.0,-13.17775,0.0,0.0,0.0,0.0,1009.65
209,2019-01-09 17:00:00,0.0,0.0,-19.58,0.0,0.0,0.0,0.0,1009.225
210,2019-01-09 18:00:00,0.0,0.0,-26.26025,0.0,0.0,0.0,0.0,1009.0
211,2019-01-09 19:00:00,0.0,0.0,-32.8585,0.0,0.0,0.0,0.0,1008.625
212,2019-01-09 20:00:00,0.0,0.0,-38.94725,0.0,0.0,0.0,0.0,1007.80005
213,2019-01-09 21:00:00,0.0,0.0,-43.99975,0.0,0.0,0.0,0.0,1006.825
214,2019-01-09 22:00:00,0.0,0.0,-47.41125,0.0,0.0,0.0,0.0,1005.9
215,2019-01-09 23:00:00,0.0,0.0,-48.637253,0.0,0.0,0.0,0.0,1004.925
216,2019-01-10 00:00:00,0.0,0.0,-47.4725,0.0,0.0,0.0,0.0,1003.825
217,2019-01-10 01:00:00,0.0,0.0,-44.2385,0.0,0.0,0.0,0.0,1002.6
218,2019-01-10 02:00:00,0.0,0.0,-39.3105,0.0,0.0,0.0,0.0,1001.1
219,2019-01-10 03:00:00,0.0,0.0,-33.294,0.0,0.0,0.0,0.0,999.425
220,2019-01-10 04:00:00,0.0,0.0,-26.7235,0.0,0.0,0.0,0.0,998.025
221,2019-01-10 05:00:00,0.0,0.0,-20.03525,0.0,0.0,0.0,0.0,997.075
222,2019-01-10 06:00:00,0.0,0.0,-13.59325,0.0,0.0,0.0,0.0,996.2
223,2019-01-10 07:00:00,0.0,0.0,-7.72125,0.0,0.0,0.0,0.0,995.4
224,2019-01-10 08:00:00,0.0,0.0,-2.722,0.0,0.0,0.0,0.0,994.8
225,2019-01-10 09:00:00,8.575,8604.825,1.1240001,0.75,0.0,0.0,2732.375,994.4
226,2019-01-10 10:00:00,28.425,68479.125,3.5757499,1.0,0.0,0.0,11329.525,994.175
227,2019-01-10 11:00:00,37.525,123312.92,4.4655,1.0,0.0,2.5875,23460.574,993.6
228,2019-01-10 12:00:00,29.875,126167.53,3.7285,1.0,0.0,5.175,25051.7,992.975
229,2019-01-10 13:00:00,10.575,75126.58,1.4185001,1.0,0.0,0.0,13150.325,992.45
230,2019-01-10 14:00:00,0.0,12136.3,-2.30475,0.0,0.0,0.0,2962.0,991.825
231,2019-01-10 15:00:00,0.0,0.0,-7.20625,0.0,0.0,0.0,0.0,991.35
232,2019-01-10 16:00:00,0.0,0.0,-13.00825,0.0,0.0,0.0,0.0,991.125
233,2019-01-10 17:00:00,0.0,0.0,-19.40975,0.0,0.0,0.0,0.0,991.05
234,2019-01-10 18:00:00,0.0,0.0,-26.08975,0.0,0.0,0.0,0.0,990.65
235,2019-01-10 19:00:00,0.0,0.0,-32.68875,0.0,0.0,0.0,0.0,990.25
236,2019-01-10 20:00:00,0.0,0.0,-38.7785,0.0,0.0,0.0,0.0,989.85
237,2019-01-10 21:00:00,0.0,0.0,-43.8355,0.0,0.0,0.0,0.0,989.675
238,2019-01-10 22:00:00,0.0,0.0,-47.25525,0.0,0.0,0.0,0.0,990.25
239,2019-01-10 23:00:00,0.0,0.0,-48.4955,0.0,0.0,0.0,0.0,991.0
240,2019-01-11 00:00:00,0.0,0.0,-47.34,0.0,0.0,0.0,0.0,991.325
241,2019-01-11 01:00:00,0.0,0.0,-44.124252,0.0,0.0,0.0,0.0,991.475
242,2019-01-11 02:00:00,0.0,0.0,-39.211,0.0,0.0,0.0,0.0,991.4
243,2019-01-11 03:00:00,0.0,0.0,-33.20375,0.0,0.0,0.0,0.0,991.4
244,2019-01-11 04:00:00,0.0,0.0,-26.637749,0.0,0.0,0.0,0.0,991.42505
245,2019-01-11 05:00:00,0.0,0.0,-19.94825,0.0,0.0,0.0,0.0,991.325
246,2019-01-11 06:00:00,0.0,0.0,-13.500999,0.0,0.0,0.0,0.0,991.475
247,2019-01-11 07:00:00,0.0,0.0,-7.62075,0.0,0.0,0.0,0.0,991.8
248,2019-01-11 08:00:00,0.0,0.0,-2.611,0.0,0.0,0.0,0.0,992.15
249,2019-01-11 09:00:00,9.275,9522.975,1.24775,1.0,187.625,5.175,4306.2,992.475
250,2019-01-11 10:00:00,29.75,72409.47,3.7125,1.0,873.1,9.4875,15933.85,992.75
251,2019-01-11 11:00:00,39.2,128881.18,4.6140003,1.0,1632.025,3.45,30322.475,993.125
252,2019-01-11 12:00:00,31.475,132226.1,3.88725,1.0,1138.375,10.35,29347.025,993.525
253,2019-01-11 13:00:00,11.8,80208.1,1.5845,1.0,206.05,0.0,13628.425,994.05
254,2019-01-11 14:00:00,0.0,14377.0,-2.134,0.0,14.275,0.0,2976.25,994.4
255,2019-01-11 15:00:00,0.0,0.0,-7.03275,0.0,0.0,0.0,0.0,994.6
256,2019-01-11 16:00:00,0.0,0.0,-12.83325,0.0,0.0,0.0,0.0,994.725
257,2019-01-11 17:00:00,0.0,0.0,-19.234749,0.0,0.0,0.0,0.0,994.85
258,2019-01-11 18:00:00,0.0,0.0,-25.91425,0.0,0.0,0.0,0.0,994.9
259,2019-01-11 19:00:00,0.0,0.0,-32.5135,0.0,0.0,0.0,0.0,994.9
260,2019-01-11 20:00:00,0.0,0.0,-38.60475,0.0,0.0,0.0,0.0,994.75
261,2019-01-11 21:00:00,0.0,0.0,-43.66475,0.0,0.0,0.0,0.0,994.2
262,2019-01-11 22:00:00,0.0,0.0,-47.092,0.0,0.0,0.0,0.0,993.475
263,2019-01-11 23:00:00,0.0,0.0,-48.3465,0.0,0.0,0.0,0.0,992.95
264,2019-01-12 00:00:00,0.0,0.0,-47.2,0.0,0.0,0.0,0.0,992.375
265,2019-01-12 01:00:00,0.0,0.0,-44.002,0.0,0.0,0.0,0.0,991.65
266,2019-01-12 02:00:00,0.0,0.0,-39.104,0.0,0.0,0.0,0.0,990.85
267,2019-01-12 03:00:00,0.0,0.0,-33.10625,0.0,0.0,0.0,0.0,989.875
268,2019-01-12 04:00:00,0.0,0.0,-26.54425,0.0,0.0,0.0,0.0,988.85
269,2019-01-12 05:00:00,0.0,0.0,-19.85375,0.0,0.0,0.0,0.0,987.975
270,2019-01-12 06:00:00,0.0,0.0,-13.40175,0.0,0.0,0.0,0.0,987.35
271,2019-01-12 07:00:00,0.0,0.0,-7.51275,0.0,0.0,0.0,0.0,986.875
272,2019-01-12 08:00:00,0.0,0.0,-2.49225,0.0,0.0,0.0,0.0,986.325
273,2019-01-12 09:00:00,10.275,11249.975,1.37875,1.0,0.0,2.5875,3694.025,985.85
274,2019-01-12 10:00:00,31.2,76696.73,3.85625,1.0,0.0,12.075,18391.875,985.45
275,2019-01-12 11:00:00,41.05,134866.42,4.76975,1.0,0.0,25.0125,42661.273,984.85
