time,clear_sky_rad:W,clear_sky_energy_1h:J,sun_elevation:d,is_day:idx,direct_rad_1h:J,pv_measurement,diffuse_rad_1h:J,pressure_100m:hPa
2019-09-05 11:00:00,0.9526111782603258,0.9468171895452864,0.9766026597485257,1.0,1.91653491976283e-05,0.0,0.3238102165128095,0.3394606151537895
2019-09-05 12:00:00,0.9141416246405202,0.9407939816838861,0.962275268153429,1.0,0.00024806324447294604,0.0,0.33015369677284395,0.3559639909977493
2019-09-05 13:00:00,0.8137790188805067,0.8707440635812084,0.925571660229438,1.0,0.0032295553210675513,0.588235294117647,0.3988341617948535,0.3717179294823714
2019-09-05 14:00:00,0.6602759138081941,0.7425858464570473,0.8707342171589428,1.0,0.03694606011010811,0.7058823529411763,0.4992907190476043,0.3818454613653415
2019-09-05 15:00:00,0.46830325511607546,0.567921126093287,0.8030029677814706,1.0,0.09405996460664355,1.0,0.5218422255808915,0.3908477119279825
2019-09-05 16:00:00,0.2613678989705331,0.36547652397429703,0.7275389455269071,1.0,0.16599442587845425,0.5294117647058822,0.42643601396424813,0.3987246811702927
2019-09-05 17:00:00,0.08469136831575876,0.16788633620730462,0.6491286870683216,1.0,0.13941371598398813,0.2941176470588235,0.2409749813451909,0.40547636909227386
2019-09-05 18:00:00,0.004042845830033759,0.034679865752624606,0.5721842323219655,0.25,0.03353385202786155,0.0,0.06673383589846778,0.4129782445611411
2019-09-05 19:00:00,0.0,0.00031420427975004003,0.5009830364321095,0.0,0.0,0.0,0.0038317327282310853,0.41972993248312057
2019-09-05 20:00:00,0.0,0.0,0.4398230348344127,0.0,0.0,0.0,0.0,0.42535633908477094
2019-09-05 21:00:00,0.0,0.0,0.39295242511401934,0.0,0.0,0.0,0.0,0.4302325581395353
2019-09-05 22:00:00,0.0,0.0,0.3641571354218776,0.0,0.0,0.0,0.0,0.43773443360840253
2019-09-05 23:00:00,0.0,0.0,0.3560791233470957,0.0,0.0,0.0,0.0,0.443735933983496
2019-09-06 00:00:00,0.0,0.0,0.36380897046827415,0.0,0.0,0.0,0.0,0.4482370592648156
2019-09-06 01:00:00,0.0,0.0,0.39639603982318933,0.0,0.0,0.0,0.0,0.4542385596399107
2019-09-06 02:00:00,0.0,0.0,0.4464264659292272,0.0,0.0,0.0,0.0,0.4561132783195791
2019-09-06 03:00:00,0.0,0.0,0.5099417010365942,0.0,0.0,0.0,0.0,0.4576144036008996
2019-09-06 04:00:00,0.0087108740049181,0.0013632961690469149,0.5826467351144532,0.5,0.0,0.0,0.01099248135209861,0.46174043510877794
2019-09-06 05:00:00,0.10503063393489767,0.047277011496813494,0.6602407080245047,1.0,0.10783069476392729,0.35294117647058815,0.1120551431442703,0.4666166541635406
2019-09-06 14:00:00,0.6481890551410828,0.7305496412130568,0.8663397434811905,1.0,0.23689100977833188,0.8823529411764705,1.0,0.4696174043510882
2019-09-06 15:00:00,0.4562163964489642,0.5557749725570176,0.7986465172275589,1.0,0.05182713904074432,0.5294117647058822,0.5853426755555281,0.471867966991748
2019-09-06 16:00:00,0.25028133205518277,0.3537677966325098,0.7232205180968361,1.0,0.013367249121544193,0.35294117647058815,0.2982807344379234,0.47449362340585083
2019-09-06 17:00:00,0.07739757429250196,0.15833201061221472,0.6448161205124947,1.0,0.003310484305736079,0.11764705882352941,0.13302483889250163,0.4759939984996246
2019-09-06 18:00:00,0.002959196432292752,0.030522660022800924,0.5678453363035295,0.25,0.00023867455114131442,0.0,0.038626791507742536,0.4834958739684918
2019-09-06 19:00:00,0.0,0.00022979378731349863,0.49660317983089675,0.0,0.0,0.0,0.001844148354939213,0.4943735933983496
2019-09-06 20:00:00,0.0,0.0,0.43540221765042303,0.0,0.0,0.0,0.0,0.500750187546886
2019-09-06 21:00:00,0.0,0.0,0.38850821358575227,0.0,0.0,0.0,0.0,0.5082520630157532
2019-09-06 22:00:00,0.0,0.0,0.35973924399380053,0.0,0.0,0.0,0.0,0.518754688672168
2019-09-06 23:00:00,0.0,0.0,0.35175485610822294,0.0,0.0,0.0,0.0,0.5262565641410353
2019-09-07 00:00:00,0.0,0.0,0.3596134364895573,0.0,0.0,0.0,0.0,0.5345086271567885
2019-09-07 01:00:00,0.0,0.0,0.3923965314906189,0.0,0.0,0.0,0.0,0.5435108777194294
2019-09-07 02:00:00,0.0,0.0,0.4426288347546285,0.0,0.0,0.0,0.0,0.5502625656414106
2019-09-07 03:00:00,0.0,0.0,0.5063196152167535,0.0,0.0,0.0,0.0,0.5592640660165032
2019-09-07 04:00:00,0.006960363439336472,0.0009122134591561354,0.5791416796481482,0.5,0.0,0.0,0.006662298301733796,0.5720180045011245
2019-09-07 05:00:00,0.0986120951944317,0.04305144893191894,0.6567824680466787,1.0,0.06393296677805434,0.23529411764705882,0.0842406643468769,0.5817704426106532
2019-09-07 06:00:00,0.28091526695286123,0.18548736378989208,0.7349264792063075,1.0,0.4678850821453248,0.7058823529411763,0.25412844618239955,0.5900225056264065
2019-09-07 16:00:00,0.23923644396282248,0.3420396229697159,0.7188845595373364,1.0,0.9630018442807774,0.47058823529411764,0.3459474408169985,0.6635408852213047
2019-09-07 17:00:00,0.07035385320718543,0.14893332056095254,0.640480152590576,1.0,0.3523605161403898,0.23529411764705882,0.1830443998271291,0.671042760690172
2019-09-07 18:00:00,0.001875547034551744,0.02649766653430173,0.5634859599937052,0.25,0.03372620385239969,0.0,0.052616882476246914,0.6800450112528129
2019-09-07 19:00:00,0.0,0.00014487277093644754,0.49220284293829547,0.0,0.0,0.0,0.0012599208558246155,0.6905476369092277
2019-09-07 20:00:00,0.0,0.0,0.43095506866321975,0.0,0.0,0.0,0.0,0.6972993248312072
2019-09-07 21:00:00,0.0,0.0,0.3840376585512479,0.0,0.0,0.0,0.0,0.7033008252063007
2019-09-07 22:00:00,0.0,0.0,0.3553008722743351,0.0,0.0,0.0,0.0,0.7055513878469621
2019-09-07 23:00:00,0.0,0.0,0.34741010857796173,0.0,0.0,0.0,0.0,0.7059264816204052
2019-09-08 00:00:00,0.0,0.0,0.355400336272341,0.0,0.0,0.0,0.0,0.7108027006751678
2019-09-08 01:00:00,0.0,0.0,0.388385320134398,0.0,0.0,0.0,0.0,0.718304576144035
2019-09-08 02:00:00,0.0,0.0,0.43881950055637936,0.0,0.0,0.0,0.0,0.7201800450112519
2019-09-08 03:00:00,0.0,0.0,0.5026799748614371,0.0,0.0,0.0,0.0,0.7213053263315826
2019-09-08 04:00:00,0.005168174050764806,0.00046064341239399894,0.5756219955193101,0.5,0.0,0.058823529411764705,0.006318295658285181,0.7228057014253564
2019-09-08 05:00:00,0.09223523027549702,0.038936547072256585,0.6533066665115627,1.0,0.09401030540224484,0.2941176470588235,0.0893866822135599,0.7235558889722424
2019-09-08 17:00:00,0.06356020505980911,0.1397076470731291,0.6361207727698446,1.0,0.6311139869308148,0.17647058823529407,0.185354077296817,0.6755438859714933
2019-09-08 18:00:00,0.0007502188138206977,0.022593004930918682,0.5591061033924924,0.25,0.06227217676094487,0.0,0.05628084138511896,0.6777944486121531
2019-09-08 19:00:00,0.0,5.941802498522729e-05,0.48777909999839314,0.0,0.0,0.0,0.0004729731596671244,0.6811695423855954
2019-09-08 20:00:00,0.0,0.0,0.4264874393846279,0.0,0.0,0.0,0.0,0.6800450112528129
2019-09-08 21:00:00,0.0,0.0,0.379549537278244,0.0,0.0,0.0,0.0,0.6777944486121531
2019-09-08 22:00:00,0.0,0.0,0.35083909450756856,0.0,0.0,0.0,0.0,0.6740435108777195
2019-09-08 23:00:00,0.0,0.0,0.3430536580240501,0.0,0.0,0.0,0.0,0.6702925731432859
2019-09-09 00:00:00,0.0,0.0,0.35117555643752146,0.0,0.0,0.0,0.0,0.6687921980495122
2019-09-09 01:00:00,0.0,0.0,0.38435655424270126,0.0,0.0,0.0,0.0,0.6687921980495122
2019-09-09 02:00:00,0.0,0.0,0.4349955375785669,0.0,0.0,0.0,0.0,0.6612903225806449
2019-09-09 03:00:00,0.0,0.0,0.49902862680126064,0.0,0.0,0.0,0.0,0.656414853713429
2019-09-09 04:00:00,0.004126203476013837,0.0003220361811101315,0.5720876823768485,0.25,0.0,0.0,0.004634446196377481,0.6541635408852208
2019-09-09 05:00:00,0.08606676947443004,0.035335812437588446,0.6498191654637031,1.0,0.14617303203521484,0.2941176470588235,0.07476897049021311,0.6504126031507872
2019-09-09 17:00:00,0.05705830867336306,0.13067148007202287,0.6317409196795389,1.0,0.5624655993620779,0.058823529411764705,0.1747757725268908,0.6144036009002249
2019-09-09 18:00:00,0.0,0.019108098896098723,0.5546999149880659,0.0,0.056504415355048104,0.0,0.04706850910570852,0.6185296324081015
2019-09-09 19:00:00,0.0,0.0,0.48333195101118986,0.0,0.0,0.0,0.0,0.6215303825956491
2019-09-09 20:00:00,0.0,0.0,0.421996404058735,0.0,0.0,0.0,0.0,0.6170292573143278
2019-09-09 21:00:00,0.0,0.0,0.37504094741687527,0.0,0.0,0.0,0.0,0.6144036009002249
2019-09-09 22:00:00,0.0,0.0,0.3463597622053262,0.0,0.0,0.0,0.0,0.6132783195798941
2019-09-09 23:00:00,0.0,0.0,0.3386708756669246,0.0,0.0,0.0,0.0,0.6106526631657913
2019-09-10 00:00:00,0.0,0.0,0.3469302846082898,0.0,0.0,0.0,0.0,0.6080270067516884
2019-09-10 01:00:00,0.0,0.0,0.380316085327354,0.0,0.0,0.0,0.0,0.6069017254313577
2019-09-10 02:00:00,0.0,0.0,0.43115987157710406,0.0,0.0,0.0,0.0,0.6005251312828213
2019-09-10 03:00:00,0.0,0.0,0.4953685108357653,0.0,0.0,0.0,0.0,0.5941485371342831
2019-09-10 04:00:00,0.003250948193223023,0.0002532546829432837,0.5685416673810387,0.25,0.0,0.0,0.003464000159933192,0.5926481620405093
2019-09-10 05:00:00,0.08006501896386445,0.03192489524512853,0.6463199613921932,1.0,0.015944251459809905,0.2941176470588235,0.0799720815808811,0.5877719429857466
2019-09-10 06:00:00,0.2536573333889051,0.16174821404802228,0.7243703518735248,1.0,0.22807721484862353,0.588235294117647,0.25402632623868177,0.5858964741185299
2019-09-10 07:00:00,0.4559246113449756,0.355655342874376,0.7982281575380995,1.0,0.7024800365342766,0.6470588235294117,0.4566443058176186,0.5862715678919729
2019-09-10 14:00:00,0.5988413287208768,0.6814592370767362,0.8485160267584019,1.0,0.1937663359384345,0.5294117647058822,0.6052900503838315,0.5431357839459864
2019-09-10 15:00:00,0.40749383570207975,0.5064759961853651,0.7810159120980276,1.0,0.1490963297316547,0.35294117647058815,0.5666466316753213,0.5348837209302332
2019-09-10 16:00:00,0.20651856791564205,0.3068399254969208,0.705721583686397,1.0,0.41177877842454064,0.23529411764705882,0.4593725970403582,0.5288822205551381
2019-09-10 17:00:00,0.050764804734714286,0.12183992642514613,0.6273405816166353,1.0,0.3421078457632288,0.058823529411764705,0.19346520128421152,0.518754688672168
2019-09-10 18:00:00,0.0,0.016422985699945956,0.5502761697075589,0.0,0.04031179028073776,0.0,0.04386578191971516,0.5120030007501869
2019-09-10 19:00:00,0.0,0.0,0.47886724748851067,0.0,0.0,0.0,0.0,0.504501875468868
2019-09-10 20:00:00,0.0,0.0,0.41748781419736636,0.0,0.0,0.0,0.0,0.49174793698424674
2019-09-10 21:00:00,0.0,0.0,0.37050896321122917,0.0,0.0,0.0,0.0,0.48049512378094594
2019-09-10 22:00:00,0.0,0.0,0.34186287536760807,0.0,0.0,0.0,0.0,0.46736684171042836
2019-09-10 23:00:00,0.0,0.0,0.33427346453023604,0.0,0.0,0.0,0.0,0.45348837209302295
2019-09-11 00:00:00,0.0,0.0,0.342670383999495,0.0,0.0,0.0,0.0,0.44523630907726974
2019-09-11 01:00:00,0.0,0.0,0.3762609876324436,0.0,0.0,0.0,0.0,0.4392348087021763
2019-09-11 02:00:00,0.0,0.0,0.42731249084896694,0.0,0.0,0.0,0.0,0.4178544636159037
2019-09-11 03:00:00,0.0,0.0,0.49169375672828775,0.0,0.0,0.0,0.0,0.39722430607651893
2019-09-11 04:00:00,0.0023756929104322092,0.00018425273125667043,0.5649839458506714,0.25,0.0,0.0,0.002706836770136182,0.38147036759189845
2019-09-11 05:00:00,0.07427166256824906,0.028606475708435504,0.64280612854112,1.0,0.1221107421363253,0.4117647058823529,0.06572303374411567,0.36796624156038943
2019-09-11 13:00:00,0.7410494727628891,0.7988339818843828,0.8986108194945177,1.0,0.6882969953139713,0.8823529411764705,0.6071529795114854,0.3154538634658674
2019-09-11 14:00:00,0.5863376818238653,0.6689728425397508,0.8440074368970333,1.0,0.09384379188249539,0.35294117647058815,0.40887427674521,0.31432858214553666
2019-09-11 15:00:00,0.3952402784145375,0.49400310732716946,0.776562911598999,1.0,0.011892293158395543,0.6470588235294117,0.2918885915785747,0.3177044261065272
2019-09-11 16:00:00,0.19576543158421203,0.29513825266776605,0.701294914990582,1.0,0.038857706701937944,0.47058823529411764,0.23677350063038707,0.3210802700675178
2019-09-11 17:00:00,0.04467969824532155,0.11322649645241555,0.622919765602948,1.0,0.036721274617697065,0.11764705882352941,0.11954201570108357,0.32858214553638504
2019-09-11 18:00:00,0.0,0.013820938925928174,0.5458348745727856,0.0,0.0027286956892024067,0.0,0.015971986661181693,0.34246061515378867
2019-09-11 19:00:00,0.0,0.0,0.47437914962155403,0.0,0.0,0.0,0.0,0.3544636159039755
2019-09-11 20:00:00,0.0,0.0,0.4129558182886966,0.0,0.0,0.0,0.0,0.36046511627907063
2019-09-11 21:00:00,0.0,0.0,0.36596232681997265,0.0,0.0,0.0,0.0,0.36271567891973044
2019-09-11 22:00:00,0.0,0.0,0.3373455199415252,0.0,0.0,0.0,0.0,0.3675918979744931
2019-09-11 23:00:00,0.0,0.0,0.32985849885807167,0.0,0.0,0.0,0.0,0.37696924231057716
2019-09-12 00:00:00,0.0,0.0,0.33840170612296233,0.0,0.0,0.0,0.0,0.38597149287321814
2019-09-12 01:00:00,0.0,0.0,0.37219711266979527,0.0,0.0,0.0,0.0,0.39009752438109474
2019-09-12 02:00:00,0.0,0.0,0.4234563562591393,0.0,0.0,0.0,0.0,0.39422355588897307
2019-09-12 03:00:00,0.0,0.0,0.4880131604714039,0.0,0.0,0.0,0.0,0.40060015003750954
2019-09-12 04:00:00,0.0014587588046513565,0.00011494910633248326,0.5614203774896881,0.25,0.0,0.0,0.0011612628805950816,0.4096024006001505
2019-09-12 05:00:00,0.06864502146459384,0.025374501798250963,0.6392805926663963,1.0,0.024596515550190157,0.17647058823529407,0.05051804213817025,0.41635408852212996
2019-09-12 06:00:00,0.23561038636268908,0.1464283837944478,0.7172607650058247,1.0,0.12060777527819551,0.5294117647058822,0.1890608622186927,0.42010502625656354
2019-09-12 11:00:00,0.8724211228274912,0.8677235254815493,0.9457301184674848,1.0,0.3870497361140915,0.8235294117647058,0.8926061617512944,0.4388597149287316
2019-09-12 12:00:00,0.831284124536323,0.8590995230221234,0.9308029118012273,1.0,0.2820721023093827,0.47058823529411764,0.6768256642062851,0.44973743435858937
2019-09-12 13:00:00,0.7286291835118576,0.7865163851266368,0.8940495660267216,1.0,0.056773121310049544,0.8823529411764705,0.3544257041245697,0.46024006001500417
2019-09-12 15:00:00,0.3830283832784562,0.48148391858869644,0.7720865050526694,1.0,0.1427256745473548,0.7647058823529411,0.3465513348976663,0.46811702925731435
2019-09-12 16:00:00,0.18509565289876215,0.28347203804684307,0.6968536175152039,1.0,0.31549817834519767,0.23529411764705882,0.30729826841438107,0.46924231057764515
2019-09-12 17:00:00,0.038844663026716124,0.10484226388221339,0.6184813938834826,1.0,0.18577360319055422,0.11764705882352941,0.15607602287759798,0.4737434358589648
2019-09-12 18:00:00,0.0,0.011292441479568923,0.5413760213916292,0.0,0.0,0.0,0.03674140021834782,0.48049512378094594
2019-09-12 19:00:00,0.0,0.0,0.4698793253248996,0.0,0.0,0.0,0.0,0.4778694673668414
2019-09-12 20:00:00,0.0,0.0,0.40841211935637634,0.0,0.0,0.0,0.0,0.47636984246061603
2019-09-12 21:00:00,0.0,0.0,0.3613922960844387,0.0,0.0,0.0,0.0,0.47749437359339836
2019-09-12 22:00:00,0.0,0.0,0.3328135123298318,0.0,0.0,0.0,0.0,0.481245311327832
2019-09-12 23:00:00,0.0,0.0,0.3254289044063441,0.0,0.0,0.0,0.0,0.48612078019504795
2019-09-13 00:00:00,0.0,0.0,0.33411839946686644,0.0,0.0,0.0,0.0,0.4887471867966992
2019-09-13 01:00:00,0.0,0.0,0.3681185972245601,0.0,0.0,0.0,0.0,0.490997749437359
2019-09-13 02:00:00,0.0,0.0,0.4195885069426374,0.0,0.0,0.0,0.0,0.49137359339835046
2019-09-13 03:00:00,0.0,0.0,0.48432085650966006,0.0,0.0,0.0,0.0,0.4924981245311328
2019-09-13 04:00:00,0.0005835035218605426,4.5367013804381704e-05,0.5578451025941472,0.25,0.0,0.0,0.0007752452674646965,0.4962490622655664
2019-09-13 05:00:00,0.06314341682990872,0.022221413119128623,0.6357462795239346,1.0,0.05362760177762571,0.11764705882352941,0.05988957945859689,0.5037509377344336
2019-09-13 06:00:00,0.22660776059684073,0.13894656262374402,0.7136884170364988,1.0,0.30795961626594687,0.588235294117647,0.22299654014445022,0.5120030007501869
2019-09-13 07:00:00,0.42541572958779644,0.32657385712718334,0.7871951085855102,1.0,0.7832744447588837,0.8235294117647058,0.440694935725223,0.5236309077269324
2019-09-13 09:00:00,0.7502188138206977,0.684856495433224,0.9016068052520784,1.0,0.9666755701481886,0.7058823529411763,0.8372935273054231,0.5468867216804201
2019-09-13 12:00:00,0.8191139082232317,0.8470450781500766,0.9262328810656932,1.0,0.9063261667445591,0.6470588235294117,0.9522790398612352,0.5757696924231065
2019-09-13 15:00:00,0.3706914516734047,0.46892528955525564,0.7675896299179747,1.0,0.2867841711037683,0.7647058823529411,0.5646064270063448,0.5888979744936241
2019-09-13 16:00:00,0.17467594715125245,0.2718540911439319,0.6923947655043501,1.0,0.16576374645922112,0.17647058823529407,0.39733834760731657,0.5900225056264065
2019-09-13 17:00:00,0.033259700746050926,0.09669547599674229,0.6140254676285413,1.0,0.05113509147194414,0.0,0.18148622144668347,0.5900225056264065
2019-09-13 18:00:00,0.0,0.0088265300913021,0.5368966902596893,0.0,0.0,0.0,0.036402965980552184,0.5900225056264065
2019-09-13 19:00:00,0.0,0.0,0.46536196989881673,0.0,0.0,0.0,0.0,0.5911470367591889
2019-09-13 20:00:00,0.0,0.0,0.40385086588858027,0.0,0.0,0.0,0.0,0.59377344336084
2019-09-13 21:00:00,0.0,0.0,0.35681642554010307,0.0,0.0,0.0,0.0,0.5997749437359335
2019-09-13 22:00:00,0.0,0.0,0.3282668876415989,0.0,0.0,0.0,0.0,0.6050262565641409
2019-09-13 23:00:00,0.0,0.0,0.320987606930966,0.0,0.0,0.0,0.0,0.6102775693923482
2019-09-14 00:00:00,0.0,0.0,0.3298175382752948,0.0,0.0,0.0,0.0,0.6140285071267819
2019-09-14 01:00:00,0.0,0.0,0.36403425367354697,0.0,0.0,0.0,0.0,0.6136526631657905
2019-09-14 02:00:00,0.0,0.0,0.4157118803583977,0.0,0.0,0.0,0.0,0.6117779444861221
2019-09-14 03:00:00,0.0,0.0,0.4806168495242657,0.0,0.0,0.0,0.0,0.6114028507126773
2019-09-14 04:00:00,0.0,0.0,0.5542493485775204,0.0,0.0,0.0,0.0,0.614778694673668
2019-09-14 05:00:00,0.05789188513316384,0.019428823958907094,0.6321973376019098,1.0,0.014347164890843173,0.23529411764705882,0.04343860263899519,0.6181545386346585
2019-09-14 06:00:00,0.2177718501229525,0.13159428922350794,0.7100955770727608,1.0,0.1842088013118472,0.47058823529411764,0.16890090952251002,0.6189047261815446
2019-09-14 07:00:00,0.41524611344975615,0.3168808453830907,0.7834881758442033,1.0,0.46482604411736134,0.7647058823529411,0.3187851286186307,0.614778694673668
2019-09-14 13:00:00,0.7034968532488642,0.7616316382267702,0.8848773212406147,1.0,0.3140395323269937,0.9411764705882353,0.8906196744806926,0.5645161290322573
2019-09-14 14:00:00,0.54845163172592,0.631077207370926,0.8303909688796356,1.0,0.08880858133398652,0.5294117647058822,0.7378280519893397,0.537134283570893
2019-09-14 15:00:00,0.35843787771433333,0.4563344046910281,0.7630810225020707,1.0,0.019458183318566965,0.2941176470588235,0.5350789239421776,0.5037509377344336
2019-09-14 16:00:00,0.16438127787271287,0.26029787122655507,0.687921284713933,1.0,0.004360388516234494,0.11764705882352941,0.2935588044603807,0.4688672168042004
2019-09-14 17:00:00,0.0289251031550869,0.08887486649798955,0.6095578360093448,0.75,0.0003886608855490039,0.0,0.0976917121937194,0.4294823705926476
2019-09-14 18:00:00,0.0,0.007391759642358486,0.5324115064456217,0.0,0.0,0.0,0.014909258230179944,0.39722430607651893
2019-09-14 19:00:00,0.0,0.0,0.4608270365312107,0.0,0.0,0.0,0.0,0.3664666166541641
2019-09-14 20:00:00,0.0,0.0,0.39927497193819733,0.0,0.0,0.0,0.0,0.33270817704426164
2019-09-14 21:00:00,0.0,0.0,0.3522171255424191,0.0,0.0,0.0,0.0,0.30382595648912186
2019-09-14 22:00:00,0.0,0.0,0.32370563417380277,0.0,0.0,0.0,0.0,0.28169467366841655
2019-09-14 23:00:00,0.0,0.0,0.31653460643193737,0.0,0.0,0.0,0.0,0.2685671417854474
2019-09-15 00:00:00,0.0,0.0,0.32551375132781046,0.0,0.0,0.0,0.0,0.25693923480870184
2019-09-15 01:00:00,0.0,0.0,0.3599411211517723,0.0,0.0,0.0,0.0,0.245311327831958
2019-09-15 02:00:00,0.0,0.0,0.41182647650641996,0.0,0.0,0.0,0.0,0.23143285821455434
2019-09-15 03:00:00,0.0,0.0,0.4769099167829587,0.0,0.0,0.0,0.0,0.21980495123781052
2019-09-15 04:00:00,0.0,0.0,0.5506535945608934,0.0,0.0,0.0,0.0,0.2085521380345097
2019-09-15 05:00:00,0.05276539323969491,0.017238731947641407,0.6286396207527518,1.0,0.01701727823735647,0.058823529411764705,0.0594405361402692,0.1972993248312089
2019-09-15 06:00:00,0.20881090318009418,0.12437908686017193,0.7064998347591576,1.0,0.04381897159139686,0.17647058823529407,0.16392075407849957,0.1864216054013511
2019-09-15 07:00:00,0.40499312299420664,0.30719731081978446,0.7797695400792456,1.0,0.03783658931148941,0.588235294117647,0.24645792676197537,0.1804201050262577
2019-09-15 08:00:00,0.5866711124077855,0.49946511014414785,0.8437148613057698,1.0,0.2083835227531957,0.9411764705882353,0.45172020013103464,0.17104276069017368
2019-09-15 14:00:00,0.5356562330679782,0.6183171255905601,0.8258209381441015,1.0,0.08166130274839488,0.588235294117647,0.4338809040581259,0.17029257314328594
2019-09-15 15:00:00,0.3461426249322719,0.44371868051653135,0.7585607354685632,1.0,0.09494242108360977,0.0,0.4101374564023581,0.1755438859714933
2019-09-15 16:00:00,0.15416996624015336,0.24881753373124496,0.6834331751439527,1.0,0.0778966694999312,0.11764705882352941,0.2863987059714405,0.18492123030757732
2019-09-15 17:00:00,0.02479889801192014,0.08130863251428584,0.6050785060477072,0.75,0.021532928428733736,0.058823529411764705,0.10334614044962356,0.19767441860465193
2019-09-15 18:00:00,0.0,0.006060534123141716,0.5279058423401656,0.0,0.0,0.0,0.014693496326493858,0.2156789197299322
2019-09-15 19:00:00,0.0,0.0,0.4562804118429778,0.0,0.0,0.0,0.0,0.23330832708177116
2019-09-15 20:00:00,0.0,0.0,0.39468447261429856,0.0,0.0,0.0,0.0,0.2490622655663916
2019-09-15 21:00:00,0.0,0.0,0.34760905998002084,0.0,0.0,0.0,0.0,0.26331582895724
2019-09-15 22:00:00,0.0,0.0,0.31912975192644355,0.0,0.0,0.0,0.0,0.27794373593398297
2019-09-15 23:00:00,0.0,0.0,0.3120669771533455,0.0,0.0,0.0,0.0,0.29294823705926576
2019-09-16 00:00:00,0.0,0.0,0.3211982613566756,0.0,0.0,0.0,0.0,0.300450112528133
2019-09-16 01:00:00,0.0,0.0,0.3558362856063471,0.0,0.0,0.0,0.0,0.30570142535633865
2019-09-16 02:00:00,0.0,0.0,0.40793814689852964,0.0,0.0,0.0,0.0,0.31620405101275345
2019-09-16 03:00:00,0.0,0.0,0.47318835526208847,0.0,0.0,0.0,0.0,0.3259564891222805
2019-09-16 04:00:00,0.0,0.0,0.5470549136180515,0.0,0.0,0.0,0.0,0.3375843960990243
2019-09-16 05:00:00,0.04776393448089026,0.015106171343344427,0.6250701961987338,1.0,0.002122543025510616,0.058823529411764705,0.016778885372923085,0.3507126781695419
2019-09-16 06:00:00,0.20005835035218603,0.11730777799003196,0.7028865262070548,1.0,0.019662717166684163,0.058823529411764705,0.10510321298306446,0.36196549137284273
2019-09-16 07:00:00,0.39478181136164714,0.29752917551497476,0.7760392012906376,1.0,0.10362472154377059,0.47058823529411764,0.31444562425874456,0.3739684921230313
2019-09-16 08:00:00,0.5757929396073854,0.4888498322603976,0.8397972741387532,1.0,0.3151645305656438,1.0,0.5813867345494216,0.38484621155288906
2019-09-16 16:00:00,0.1442087275455341,0.2374278606466426,0.6789304367944093,1.0,0.29852025502732715,0.35294117647058815,0.293498731993091,0.3987246811702927
